split,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
train,7,5,The sleepy monitor around the belts,The sleepy monitors around the belt,-6.552448749542236,-7.802448749542236,-8.025328636169434,-2.9628288745880127,-7.66651725769043,-2.6665170192718506
train,7,5,The timid pup around the benches,The timid pups around the bench,-13.91611385345459,-16.666114807128906,-15.02968692779541,-11.34218692779541,-14.984169006347656,-11.296669006347656
train,7,5,The quiet monitor outside the towers,The quiet monitors outside the tower,-4.845964431762695,-9.845964431762695,-8.6856689453125,-3.810669183731079,-8.567709922790527,-3.817709445953369
train,7,5,The calm cow around the walls,The calm cows around the wall,-6.57955265045166,-9.07955265045166,-6.648383617401123,-3.523383617401123,-6.351797580718994,-3.226797580718994
train,7,5,The fuzzy lion behind the valves,The fuzzy lions behind the valve,-5.662977695465088,-10.350478172302246,-7.114057540893555,-3.9890575408935547,-6.352792739868164,-3.227792739868164
train,7,5,The small frog behind the crates,The small frogs behind the crate,-3.2251362800598145,-9.100136756896973,-7.0797858238220215,-2.0797858238220215,-7.090137958526611,-2.0901379585266113
train,7,5,The calm whale outside the benches,The calm whales outside the bench,-4.327060699462891,-8.07706069946289,-6.540802001953125,-3.790802240371704,-6.389553070068359,-3.6395528316497803
train,7,5,The slender monitor around the carts,The slender monitors around the cart,-3.4963228702545166,-6.6213226318359375,-8.327580451965332,-1.6400808095932007,-8.308816909790039,-1.5588167905807495
train,7,5,The nervous rat outside the clocks,The nervous rats outside the clock,-7.793637752532959,-9.5436372756958,-8.63539981842041,-5.26039981842041,-8.430863380432129,-5.055863380432129
train,7,5,The quiet shark past the plants,The quiet sharks past the plant,-17.31888198852539,-18.63138198852539,-17.102680206298828,-16.102680206298828,-16.43832015991211,-15.56332015991211
train,7,5,The bright kitten past the signs,The bright kittens past the sign,-9.508795738220215,-11.196295738220215,-9.171728134155273,-7.796728610992432,-8.462407112121582,-6.462407112121582
train,7,5,The quiet dog around the dams,The quiet dogs around the dam,-5.481917381286621,-7.606917381286621,-7.495267868041992,-3.245267868041992,-7.030982494354248,-2.780982494354248
train,7,5,The small frog outside the windows,The small frogs outside the window,-10.889921188354492,-12.952421188354492,-14.991863250732422,-11.429363250732422,-14.944633483886719,-11.444633483886719
train,7,5,The small whale outside the stools,The small whales outside the stool,-15.152406692504883,-17.464906692504883,-16.90037727355957,-14.33787727355957,-16.606765747070312,-14.044265747070312
train,7,5,The nervous frog beneath the chains,The nervous frogs beneath the chain,-14.776473999023438,-16.276473999023438,-11.26512622833252,-10.89012622833252,-10.834455490112305,-10.334455490112305
train,7,5,The calm monitor beneath the barrels,The calm monitors beneath the barrel,-4.212932586669922,-9.650432586669922,-6.7898077964782715,-4.5398077964782715,-6.782869815826416,-4.407869815826416
train,7,5,The fuzzy chick outside the drums,The fuzzy chicks outside the drum,-7.016107082366943,-9.766106605529785,-4.9405364990234375,-3.1905364990234375,-4.725976943969727,-3.2259769439697266
train,7,5,The small kit around the walls,The small kits around the wall,-3.6392436027526855,-6.3892436027526855,-6.190396308898926,-3.565396308898926,-6.101175308227539,-3.47617506980896
train,7,5,The calm kitten beneath the boxes,The calm kittens beneath the box,-7.163990497589111,-12.226490020751953,-11.850128173828125,-9.100128173828125,-11.906503677368164,-8.844003677368164
train,7,5,The timid rat outside the tables,The timid rats outside the table,-12.565829277038574,-14.690829277038574,-15.877236366271973,-11.064736366271973,-15.787471771240234,-10.974971771240234
train,7,5,The fuzzy panda outside the cabins,The fuzzy pandas outside the cabin,-11.448819160461426,-13.698819160461426,-14.370147705078125,-11.057647705078125,-14.176793098449707,-10.864293098449707
train,7,5,The calm lion around the tanks,The calm lions around the tank,-5.238728046417236,-9.113728523254395,-7.29893684387207,-2.6739368438720703,-7.292786598205566,-2.5427868366241455
train,7,5,The timid chick beneath the chains,The timid chicks beneath the chain,-5.827953815460205,-9.140454292297363,-6.937608242034912,-4.625108242034912,-6.771352767944336,-4.333852767944336
train,7,5,The timid rabbit outside the tables,The timid rabbits outside the table,-14.107400894165039,-16.91990089416504,-17.222747802734375,-16.785247802734375,-17.201684951782227,-16.670434951782227
train,7,5,The calm doe beneath the boxes,The calm does beneath the box,-14.382452011108398,-16.9449520111084,-16.255332946777344,-15.442832946777344,-16.291034698486328,-15.478534698486328
train,7,5,The nervous cow behind the rocks,The nervous cows behind the rock,-14.131240844726562,-16.756240844726562,-16.25164031982422,-13.064140319824219,-15.581522941589355,-12.644022941589355
train,7,5,The sleepy cock behind the cabins,The sleepy cocks behind the cabin,-6.803654193878174,-9.303654670715332,-8.20170783996582,-5.9517083168029785,-8.063743591308594,-5.8137431144714355
train,7,5,The sleepy chick around the stools,The sleepy chicks around the stool,-14.337714195251465,-16.02521324157715,-14.48569393157959,-12.29819393157959,-14.170641899108887,-11.983141899108887
train,7,5,The quiet rat beneath the columns,The quiet rats beneath the column,-6.1896281242370605,-11.564628601074219,-9.1522855758667,-5.027285575866699,-8.839051246643066,-4.589051246643066
train,7,5,The slender turtle past the vines,The slender turtles past the vine,-8.759291648864746,-12.009291648864746,-7.554037570953369,-5.991537570953369,-6.890341758728027,-5.202841758728027
train,7,5,The timid cow around the benches,The timid cows around the bench,-4.873559474945068,-7.373559474945068,-8.180537223815918,-2.243037223815918,-8.144813537597656,-2.019813060760498
train,7,5,The nervous rabbit around the dams,The nervous rabbits around the dam,-6.0796966552734375,-6.7046966552734375,-6.788862228393555,-2.9138622283935547,-6.602169036865234,-2.7271687984466553
train,7,5,The timid rat around the benches,The timid rats around the bench,-13.541584968566895,-14.416584968566895,-14.008995056152344,-9.883995056152344,-13.906553268432617,-9.844053268432617
train,7,5,The small dolphin past the logs,The small dolphins past the log,-6.272044658660889,-9.522045135498047,-7.55673360824585,-6.30673360824585,-6.8617048263549805,-4.9867048263549805
train,7,5,The calm lion outside the cabins,The calm lions outside the cabin,-4.391674518585205,-8.766674041748047,-7.387567520141602,-3.1375675201416016,-7.3069987297058105,-3.0569987297058105
train,7,5,The fuzzy horse beneath the boilers,The fuzzy horses beneath the boiler,-4.314448833465576,-9.501949310302734,-6.35012149810791,-2.47512149810791,-6.163741588592529,-2.2887415885925293
train,7,5,The bright pup outside the cabins,The bright pups outside the cabin,-4.194025039672852,-6.444025039672852,-7.72205924987793,-3.2220592498779297,-7.544090270996094,-3.0440900325775146
train,7,5,The timid dog outside the clocks,The timid dogs outside the clock,-5.465761184692383,-7.590761184692383,-9.821107864379883,-7.446107864379883,-10.177345275878906,-8.427345275878906
train,7,5,The timid lion beneath the walls,The timid lions beneath the wall,-5.49503755569458,-11.057538032531738,-8.639784812927246,-4.389784336090088,-8.413569450378418,-4.038569927215576
train,7,5,The fuzzy cow behind the houses,The fuzzy cows behind the house,-5.795410633087158,-9.17041015625,-7.72072696685791,-3.84572696685791,-7.390202522277832,-3.515202522277832
train,7,5,The calm chick outside the drums,The calm chicks outside the drum,-16.178529739379883,-17.209779739379883,-14.809880256652832,-13.434880256652832,-14.844600677490234,-13.469600677490234
train,7,5,The slender panda beneath the boxes,The slender pandas beneath the box,-5.109356880187988,-9.734356880187988,-8.875038146972656,-6.0000386238098145,-8.738041877746582,-5.86304235458374
train,7,5,The nervous shark around the thresholds,The nervous sharks around the threshold,-16.65340805053711,-18.15340805053711,-18.56668472290039,-16.00418472290039,-18.255966186523438,-15.787217140197754
train,7,5,The slender dog beneath the boilers,The slender dogs beneath the boiler,-2.9101340770721436,-6.910134315490723,-5.821105480194092,-2.321105480194092,-5.721977710723877,-2.221977710723877
train,7,5,The timid dolphin outside the pipes,The timid dolphins outside the pipe,-4.9693803787231445,-7.7193803787231445,-6.605970859527588,-3.855970859527588,-6.409351825714111,-3.5343518257141113
train,7,5,The small pup past the cables,The small pups past the cable,-7.6337409019470215,-10.633740425109863,-6.5669403076171875,-5.0669403076171875,-6.516103744506836,-4.766103744506836
train,7,5,The slender dog outside the windows,The slender dogs outside the window,-4.4976043701171875,-8.122604370117188,-8.457573890686035,-3.520073890686035,-8.338786125183105,-3.4637861251831055
train,7,5,The calm frog around the stools,The calm frogs around the stool,-6.338923454284668,-9.088923454284668,-6.797702789306641,-4.672702789306641,-6.5742998123168945,-4.4492998123168945
train,7,5,The small cow behind the pans,The small cows behind the pan,-3.6161444187164307,-4.61614465713501,-2.9840426445007324,-2.2340426445007324,-2.5954904556274414,-2.4704904556274414
train,7,5,The fuzzy dog around the tanks,The fuzzy dogs around the tank,-17.261953353881836,-17.886953353881836,-17.762523651123047,-15.512523651123047,-17.591350555419922,-15.435101509094238
train,7,5,The small lion behind the bolts,The small lions behind the bolt,-5.669768810272217,-10.294769287109375,-6.285360336303711,-2.660360336303711,-6.124821186065674,-2.499821186065674
train,7,5,The small dog outside the cabins,The small dogs outside the cabin,-4.1071391105651855,-8.107139587402344,-7.567795753479004,-2.067795991897583,-7.556695938110352,-2.0566959381103516
train,7,5,The bright bat behind the valves,The bright bats behind the valve,-13.960684776306152,-15.648184776306152,-13.365790367126465,-10.803290367126465,-12.973946571350098,-10.348946571350098
train,7,5,The calm dolphin beneath the boxes,The calm dolphins beneath the box,-15.014216423034668,-15.764216423034668,-14.6129150390625,-13.8004150390625,-14.483335494995117,-13.733335494995117
train,7,5,The nervous shark beneath the chairs,The nervous sharks beneath the chair,-6.532851219177246,-10.532851219177246,-7.987026214599609,-5.612026214599609,-7.658547878265381,-5.158547878265381
train,7,5,The nervous frog outside the tables,The nervous frogs outside the table,-6.317532062530518,-9.192532539367676,-7.629255771636963,-4.504255771636963,-7.581368923187256,-4.456368923187256
train,7,5,The calm rabbit beneath the boxes,The calm rabbits beneath the box,-16.477048873901367,-17.852048873901367,-19.406084060668945,-16.968584060668945,-19.451093673706055,-16.888593673706055
train,7,5,The calm monitor behind the bolts,The calm monitors behind the bolt,-6.421239852905273,-11.483739852905273,-6.075352191925049,-4.200352191925049,-5.8887038230896,-4.2637038230896
train,7,5,The small rabbit past the cables,The small rabbits past the cable,-7.390594959259033,-10.015595436096191,-7.231863021850586,-5.731863021850586,-6.904335975646973,-5.279335975646973
train,7,5,The calm dolphin beneath the trenches,The calm dolphins beneath the trench,-5.801579475402832,-10.364079475402832,-6.5804338455200195,-4.3304338455200195,-6.477377891540527,-4.102377891540527
train,7,5,The fuzzy frog behind the crates,The fuzzy frogs behind the crate,-14.588850021362305,-18.120100021362305,-16.327232360839844,-14.389731407165527,-15.878789901733398,-13.941289901733398
train,7,5,The small monitor outside the benches,The small monitors outside the bench,-2.1297225952148438,-7.004722595214844,-8.366874694824219,-2.741874933242798,-8.255593299865723,-2.6305935382843018
train,7,5,The nervous panda behind the windows,The nervous pandas behind the window,-6.9039411544799805,-10.15394115447998,-8.933175086975098,-7.308175086975098,-8.6919584274292,-7.191958427429199
train,7,5,The small dolphin beneath the barrels,The small dolphins beneath the barrel,-3.388394355773926,-8.638394355773926,-6.78378963470459,-3.408789873123169,-6.646045684814453,-3.271045446395874
train,7,5,The nervous bat behind the windows,The nervous bats behind the window,-5.707767486572266,-8.520267486572266,-7.8690571784973145,-5.6190571784973145,-7.6414337158203125,-5.5164337158203125
train,7,5,The sleepy whale around the columns,The sleepy whales around the column,-15.649018287658691,-16.024019241333008,-15.451064109802246,-12.888564109802246,-15.227240562438965,-12.664740562438965
train,7,5,The sleepy shark behind the plants,The sleepy sharks behind the plant,-7.634361267089844,-12.321861267089844,-7.351447582244873,-5.976447582244873,-6.898218154907227,-5.523218154907227
train,7,5,The timid kitten outside the tables,The timid kittens outside the table,-12.557954788208008,-13.307954788208008,-16.145050048828125,-10.957550048828125,-15.993993759155273,-10.806493759155273
train,7,5,The small kit past the vines,The small kits past the vine,-16.787607192993164,-18.506357192993164,-16.952930450439453,-15.82793140411377,-17.15489959716797,-15.904899597167969
train,7,5,The small bat outside the stools,The small bats outside the stool,-13.86109733581543,-15.42359733581543,-15.459837913513184,-12.959837913513184,-15.387057304382324,-12.949557304382324
train,7,5,The timid kit beneath the columns,The timid kits beneath the column,-14.017830848693848,-14.955330848693848,-14.08420181274414,-12.27170181274414,-13.747560501098633,-11.935060501098633
train,7,5,The fuzzy dog past the boxes,The fuzzy dogs past the box,-15.196151733398438,-16.508651733398438,-15.872455596923828,-14.622455596923828,-14.980399131774902,-13.167899131774902
train,7,5,The timid lion past the barrels,The timid lions past the barrel,-8.261796951293945,-12.074296951293945,-9.4950590133667,-6.245059013366699,-8.224111557006836,-4.349111557006836
train,7,5,The nervous dolphin behind the windows,The nervous dolphins behind the window,-6.31225061416626,-9.249751091003418,-9.656037330627441,-8.031037330627441,-9.531742095947266,-7.906741619110107
train,7,5,The timid panda past the barrels,The timid pandas past the barrel,-7.275420665740967,-10.025420188903809,-9.208480834960938,-7.8334808349609375,-7.9740729331970215,-5.8490729331970215
train,7,5,The small shark outside the stools,The small sharks outside the stool,-10.31159782409668,-12.18659782409668,-12.448442459106445,-9.385942459106445,-12.30942440032959,-9.24692440032959
train,7,5,The bright kitten behind the valves,The bright kittens behind the valve,-12.997052192687988,-14.747052192687988,-14.809101104736328,-12.309101104736328,-14.700830459594727,-12.200830459594727
train,7,5,The small rabbit around the stools,The small rabbits around the stool,-6.783628940582275,-8.658629417419434,-7.764840126037598,-4.014840126037598,-7.592711925506592,-3.717711925506592
train,7,5,The small turtle around the tanks,The small turtles around the tank,-6.310988426208496,-8.560988426208496,-7.6813483238220215,-1.181348204612732,-7.523281574249268,-1.0232815742492676
train,7,5,The timid lion outside the pipes,The timid lions outside the pipe,-4.9765472412109375,-8.351547241210938,-7.026375770568848,-3.5263757705688477,-6.39609956741333,-3.27109956741333
train,7,5,The sleepy frog beneath the statues,The sleepy frogs beneath the statue,-4.521693706512451,-7.646693706512451,-7.821563720703125,-3.446563720703125,-7.774316310882568,-3.2743163108825684
train,7,5,The nervous rabbit behind the windows,The nervous rabbits behind the window,-15.007704734802246,-17.445205688476562,-16.390735626220703,-14.45323657989502,-16.099496841430664,-14.224496841430664
train,7,5,The bright monitor beneath the trenches,The bright monitors beneath the trench,-4.97578239440918,-10.78828239440918,-7.64197301864624,-3.079472780227661,-7.487461090087891,-2.9249610900878906
train,7,5,The fuzzy chick behind the crates,The fuzzy chicks behind the crate,-15.785046577453613,-16.72254753112793,-15.127623558044434,-13.002623558044434,-14.396059036254883,-12.333559036254883
train,7,5,The fuzzy kit around the carts,The fuzzy kits around the cart,-3.6539816856384277,-5.403981685638428,-4.3541460037231445,-3.6041462421417236,-4.3351640701293945,-3.8351640701293945
train,7,5,The slender pup outside the piles,The slender pups outside the pile,-13.76551342010498,-15.70301342010498,-15.196186065673828,-13.758686065673828,-15.222151756286621,-13.722151756286621
train,7,5,The timid dolphin around the dams,The timid dolphins around the dam,-4.262977123260498,-5.387977123260498,-7.166268348693848,-1.916268229484558,-7.004036903381348,-1.7540371417999268
train,7,5,The timid chick past the screws,The timid chicks past the screw,-14.56852912902832,-16.63102912902832,-15.451308250427246,-13.607558250427246,-14.585929870605469,-12.804679870605469
train,7,5,The sleepy dolphin beneath the boilers,The sleepy dolphins beneath the boiler,-4.245041847229004,-8.682541847229004,-7.120913028717041,-3.870913028717041,-6.986093044281006,-3.611093044281006
train,7,5,The bright shark beneath the trenches,The bright sharks beneath the trench,-5.59576416015625,-9.78326416015625,-7.675334930419922,-3.925334930419922,-7.355326175689697,-3.6053261756896973
train,7,5,The quiet chick behind the signs,The quiet chicks behind the sign,-7.04140567779541,-10.54140567779541,-8.251276016235352,-6.376276016235352,-7.839555263519287,-5.964555263519287
train,7,5,The calm turtle beneath the boxes,The calm turtles beneath the box,-14.4697847366333,-15.9072847366333,-17.054168701171875,-16.491668701171875,-16.92704963684082,-16.42704963684082
train,7,5,The quiet frog outside the pipes,The quiet frogs outside the pipe,-4.624456405639648,-8.749456405639648,-5.99183464050293,-4.61683464050293,-5.576094150543213,-4.451094150543213
train,7,5,The fuzzy turtle outside the cabins,The fuzzy turtles outside the cabin,-12.692292213439941,-14.192292213439941,-15.099235534667969,-10.099235534667969,-14.869573593139648,-9.932073593139648
train,7,5,The timid whale around the thresholds,The timid whales around the threshold,-7.802822589874268,-11.30282211303711,-9.778923988342285,-5.528923511505127,-9.653716087341309,-5.341216087341309
train,7,5,The sleepy whale behind the valves,The sleepy whales behind the valve,-7.270298004150391,-11.52029800415039,-7.85432243347168,-6.10432243347168,-7.289764881134033,-5.664764881134033
train,7,5,The sleepy turtle beneath the statues,The sleepy turtles beneath the statue,-4.960356712341309,-8.335356712341309,-8.428037643432617,-3.365537643432617,-8.28011417388916,-3.2801144123077393
train,7,5,The quiet dolphin past the screws,The quiet dolphins past the screw,-9.140410423278809,-11.327910423278809,-6.737477779388428,-6.237477779388428,-6.3070502281188965,-5.6195502281188965
train,7,5,The small panda beneath the boilers,The small pandas beneath the boiler,-11.817840576171875,-15.380340576171875,-16.831274032592773,-14.67502498626709,-16.729469299316406,-14.54196834564209
train,7,5,The sleepy panda outside the stools,The sleepy pandas outside the stool,-4.678127288818359,-7.803127288818359,-8.502615928649902,-4.627615928649902,-8.33251667022705,-4.457516670227051
train,7,5,The calm cock beneath the boxes,The calm cocks beneath the box,-12.323281288146973,-14.385781288146973,-13.616669654846191,-13.116669654846191,-13.597679138183594,-13.097679138183594
train,7,5,The nervous shark outside the pipes,The nervous sharks outside the pipe,-7.506937026977539,-11.006937026977539,-8.034634590148926,-5.784634113311768,-7.914106369018555,-5.664106369018555
train,7,5,The timid cow beneath the columns,The timid cows beneath the column,-13.83751392364502,-16.806262969970703,-17.95292091369629,-12.640420913696289,-17.425579071044922,-12.175578117370605
train,7,5,The fuzzy frog behind the plants,The fuzzy frogs behind the plant,-6.017519950866699,-12.5800199508667,-7.496248722076416,-3.621248722076416,-6.722657203674316,-2.9726569652557373
train,7,5,The calm chick outside the benches,The calm chicks outside the bench,-3.766212224960327,-6.641212463378906,-6.850401401519775,-2.8504014015197754,-6.708085060119629,-2.833085060119629
train,7,5,The timid pup behind the rushes,The timid pups behind the rush,-12.309520721435547,-15.997020721435547,-12.99436092376709,-12.18186092376709,-12.830435752868652,-12.080435752868652
train,7,5,The nervous rabbit beneath the chains,The nervous rabbits beneath the chain,-16.64442253112793,-18.89442253112793,-15.136099815368652,-14.073599815368652,-14.643359184265137,-13.580859184265137
train,7,5,The quiet cow beneath the chairs,The quiet cows beneath the chair,-16.9764461517334,-18.0076961517334,-18.26681137084961,-16.76681137084961,-18.066015243530273,-16.503515243530273
train,7,5,The nervous bat beneath the chains,The nervous bats beneath the chain,-6.059781551361084,-8.059782028198242,-6.090656280517578,-5.465656280517578,-5.499800682067871,-4.874800682067871
train,7,5,The slender turtle past the logs,The slender turtles past the log,-19.1951961517334,-20.2889461517334,-19.373451232910156,-17.685951232910156,-18.636262893676758,-16.636262893676758
train,7,5,The fuzzy chick outside the cabins,The fuzzy chicks outside the cabin,-14.338624954223633,-15.776124954223633,-15.14930534362793,-12.83680534362793,-14.735090255737305,-12.485090255737305
train,7,5,The slender frog beneath the boilers,The slender frogs beneath the boiler,-2.306002140045166,-7.431002140045166,-6.029475212097168,-2.154475212097168,-6.1192474365234375,-2.1192471981048584
train,7,5,The small kitten behind the houses,The small kittens behind the house,-12.599089622497559,-15.724089622497559,-12.991462707519531,-11.491462707519531,-12.94995403289795,-11.51245403289795
train,7,5,The timid panda outside the pipes,The timid pandas outside the pipe,-4.310930252075195,-6.935930252075195,-6.528953552246094,-3.4039535522460938,-6.28360652923584,-3.03360652923584
train,7,5,The nervous rat beneath the chains,The nervous rats beneath the chain,-19.66516876220703,-20.94641876220703,-17.59823226928711,-16.56698226928711,-17.165077209472656,-16.165077209472656
train,7,5,The bright cock outside the cabins,The bright cocks outside the cabin,-5.483465671539307,-6.858465671539307,-7.939898490905762,-4.564898490905762,-7.784244060516357,-4.409244060516357
train,7,5,The slender panda behind the bolts,The slender pandas behind the bolt,-15.527521133422852,-16.96502113342285,-13.687539100646973,-13.187539100646973,-13.411962509155273,-12.786962509155273
train,7,5,The fuzzy rabbit past the vines,The fuzzy rabbits past the vine,-8.005900382995605,-11.818400382995605,-6.449981689453125,-5.949981689453125,-5.816042900085449,-5.316042900085449
train,7,5,The small rabbit around the towers,The small rabbits around the tower,-17.13235092163086,-18.19485092163086,-19.393049240112305,-14.455549240112305,-19.454687118530273,-14.485937118530273
train,7,5,The bright bat outside the benches,The bright bats outside the bench,-3.765603542327881,-7.140603542327881,-6.635112285614014,-2.3851122856140137,-6.580367088317871,-2.330367088317871
train,7,5,The sleepy rabbit past the crates,The sleepy rabbits past the crate,-6.459523677825928,-9.77202320098877,-8.386869430541992,-7.261868953704834,-7.719139575958252,-5.219139575958252
train,7,5,The bright cock behind the valves,The bright cocks behind the valve,-16.950607299804688,-17.325607299804688,-16.30597496032715,-15.399724960327148,-15.6941499710083,-14.9441499710083
train,7,5,The fuzzy lion outside the pots,The fuzzy lions outside the pot,-4.93682336807251,-8.811822891235352,-6.558466911315918,-2.933466911315918,-6.043020248413086,-2.418020009994507
train,7,5,The quiet kitten behind the signs,The quiet kittens behind the sign,-15.828059196472168,-18.078060150146484,-16.445674896240234,-15.008173942565918,-16.09793472290039,-14.785435676574707
train,7,5,The sleepy pup beneath the milestones,The sleepy pups beneath the milestone,-15.013701438903809,-16.763700485229492,-17.386505126953125,-12.574006080627441,-17.2428035736084,-12.492802619934082
train,7,5,The slender cock around the walls,The slender cocks around the wall,-11.820727348327637,-13.258227348327637,-11.643377304077148,-10.143377304077148,-11.269431114196777,-9.894431114196777
train,7,5,The fuzzy dog behind the plants,The fuzzy dogs behind the plant,-6.880865097045898,-13.130865097045898,-7.551891326904297,-5.051891326904297,-6.600439548492432,-4.350439548492432
train,7,5,The nervous bat behind the windows,The nervous bats behind the window,-14.082767486572266,-14.832767486572266,-14.306556701660156,-14.181556701660156,-14.078933715820312,-14.016433715820312
train,7,5,The sleepy cow around the belts,The sleepy cows around the belt,-7.2827534675598145,-8.657752990722656,-8.014609336853027,-3.639608860015869,-7.550008773803711,-3.175008535385132
train,7,5,The nervous dolphin beneath the chains,The nervous dolphins beneath the chain,-17.203805923461914,-19.203805923461914,-15.839730262756348,-14.777230262756348,-15.140387535095215,-14.077887535095215
train,7,5,The quiet turtle behind the signs,The quiet turtles behind the sign,-8.509114265441895,-12.196614265441895,-8.620841026306152,-6.245840549468994,-8.412691116333008,-5.912691116333008
train,7,5,The fuzzy monitor behind the houses,The fuzzy monitors behind the house,-4.722934246063232,-8.722933769226074,-7.766627788543701,-3.641627788543701,-7.846230506896973,-3.7212302684783936
train,7,5,The slender dolphin past the logs,The slender dolphins past the log,-14.199935913085938,-16.324935913085938,-14.515164375305176,-13.952664375305176,-13.899888038635254,-13.087388038635254
train,7,5,The timid cow outside the tables,The timid cows outside the table,-15.429601669311523,-16.617101669311523,-16.30931854248047,-13.934318542480469,-16.279155731201172,-13.966656684875488
train,7,5,The slender panda outside the drums,The slender pandas outside the drum,-5.683340549468994,-8.183341026306152,-5.640431880950928,-2.3904318809509277,-5.6558074951171875,-2.2808074951171875
train,7,5,The nervous turtle behind the windows,The nervous turtles behind the window,-7.9104695320129395,-10.160470008850098,-11.525810241699219,-7.088310241699219,-11.103741645812988,-6.853741645812988
train,7,5,The sleepy turtle around the carts,The sleepy turtles around the cart,-7.032052516937256,-10.344552040100098,-7.226658821105957,-2.476658821105957,-7.077144622802734,-2.5771446228027344
train,7,5,The slender cock behind the valves,The slender cocks behind the valve,-6.0767130851745605,-8.701713562011719,-5.100015163421631,-4.225015163421631,-4.821509838104248,-3.821509838104248
train,7,5,The bright horse beneath the trenches,The bright horses beneath the trench,-6.327635288238525,-11.827635765075684,-7.391895771026611,-4.141895771026611,-7.143430709838867,-3.768430471420288
train,7,5,The fuzzy kit outside the cabins,The fuzzy kits outside the cabin,-13.665817260742188,-14.228317260742188,-15.619592666625977,-13.744592666625977,-15.373026847839355,-13.560526847839355
train,7,5,The slender chick outside the windows,The slender chicks outside the window,-5.526540756225586,-8.151540756225586,-9.207173347473145,-4.457173824310303,-9.128984451293945,-4.253984451293945
train,7,5,The slender dog beneath the carts,The slender dogs beneath the cart,-14.369994163513184,-15.494994163513184,-15.743206024169922,-14.055706024169922,-15.645601272583008,-13.895601272583008
train,7,5,The bright cock outside the pots,The bright cocks outside the pot,-18.305513381958008,-19.993013381958008,-18.99932861328125,-17.09307861328125,-18.44834327697754,-16.66709327697754
train,7,5,The slender lion around the walls,The slender lions around the wall,-14.558605194091797,-17.683605194091797,-14.00700569152832,-11.50700569152832,-13.902120590209961,-11.464620590209961
train,7,5,The quiet rat past the screws,The quiet rats past the screw,-8.8829927444458,-12.1954927444458,-8.018630027770996,-7.581130504608154,-7.421418190002441,-6.921418190002441
