split,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
train,4,5,The bright dog,The bright dogs,-11.275140762329102,-11.962640762329102,-13.784693717956543,-10.034693717956543,-13.784693717956543,-10.034693717956543
train,4,5,The slender rabbit,The slender rabbits,-9.976690292358398,-15.226690292358398,-14.560436248779297,-11.685436248779297,-14.560436248779297,-11.685436248779297
train,4,5,The fuzzy whale,The fuzzy whales,-1.5652049779891968,-8.002704620361328,-4.680763244628906,-1.0557634830474854,-4.680763244628906,-1.0557634830474854
train,4,5,The quiet pup,The quiet pups,-4.527324676513672,-11.339824676513672,-7.104329586029053,-3.2293295860290527,-7.104329586029053,-3.2293295860290527
train,4,5,The timid horse,The timid horses,-11.860145568847656,-12.485145568847656,-14.50857925415039,-11.25857925415039,-14.50857925415039,-11.25857925415039
train,4,5,The timid bat,The timid bats,-10.108060836791992,-16.358060836791992,-15.142921447753906,-12.205421447753906,-15.142921447753906,-12.205421447753906
train,4,5,The quiet dolphin,The quiet dolphins,-12.707376480102539,-14.394876480102539,-15.759334564208984,-13.321834564208984,-15.759334564208984,-13.321834564208984
train,4,5,The slender rabbit,The slender rabbits,-10.351690292358398,-14.664190292358398,-14.560436248779297,-10.622936248779297,-14.560436248779297,-10.622936248779297
train,4,5,The sleepy dolphin,The sleepy dolphins,-2.535257577896118,-9.472757339477539,-7.640071868896484,-2.7650718688964844,-7.640071868896484,-2.7650718688964844
train,4,5,The calm horse,The calm horses,-2.587367057800293,-9.524867057800293,-7.625,-2.437500238418579,-7.625,-2.437500238418579
train,4,5,The fuzzy cow,The fuzzy cows,-1.8460932970046997,-7.53359317779541,-5.739211559295654,-1.2392114400863647,-5.739211559295654,-1.2392114400863647
train,4,5,The calm chick,The calm chicks,-10.878080368041992,-13.409330368041992,-15.039990425109863,-13.008740425109863,-15.039990425109863,-13.008740425109863
train,4,5,The small turtle,The small turtles,-13.092498779296875,-15.967498779296875,-18.321266174316406,-12.94626522064209,-18.321266174316406,-12.94626522064209
train,4,5,The nervous kit,The nervous kits,-10.506451606750488,-12.131451606750488,-11.701292037963867,-11.013792037963867,-11.701292037963867,-11.013792037963867
train,4,5,The small rat,The small rats,-2.4069337844848633,-9.844433784484863,-8.843303680419922,-1.5933035612106323,-8.843303680419922,-1.5933035612106323
train,4,5,The timid turtle,The timid turtles,-1.9762128591537476,-10.726212501525879,-8.06938362121582,-1.5068835020065308,-8.06938362121582,-1.5068835020065308
train,4,5,The nervous chick,The nervous chicks,-9.711871147155762,-12.524371147155762,-13.271474838256836,-9.333974838256836,-13.271474838256836,-9.333974838256836
train,4,5,The calm doe,The calm does,-5.859808921813965,-10.922308921813965,-17.219839096069336,-12.157339096069336,-17.219839096069336,-12.157339096069336
train,4,5,The sleepy panda,The sleepy pandas,-10.52094554901123,-15.58344554901123,-13.367024421691895,-11.117024421691895,-13.367024421691895,-11.117024421691895
train,4,5,The quiet kitten,The quiet kittens,-11.976703643798828,-15.976703643798828,-15.920249938964844,-13.607749938964844,-15.920249938964844,-13.607749938964844
train,4,5,The small frog,The small frogs,-7.750349998474121,-10.187849998474121,-14.023090362548828,-8.585590362548828,-14.023090362548828,-8.585590362548828
train,4,5,The small panda,The small pandas,-12.254315376281738,-12.941815376281738,-13.779300689697266,-11.966800689697266,-13.779300689697266,-11.966800689697266
train,4,5,The bright cock,The bright cocks,-19.555273056030273,-20.602148056030273,-18.238954544067383,-15.098329544067383,-18.238954544067383,-15.098329544067383
train,4,5,The nervous lion,The nervous lions,-10.703859329223633,-14.891359329223633,-12.77611255645752,-9.21361255645752,-12.77611255645752,-9.21361255645752
train,4,5,The bright lion,The bright lions,-12.274490356445312,-13.149490356445312,-14.678196907043457,-12.990696907043457,-14.678196907043457,-12.990696907043457
train,4,5,The slender kitten,The slender kittens,-3.1805169582366943,-11.743017196655273,-8.714715957641602,-2.2147157192230225,-8.714715957641602,-2.2147157192230225
train,4,5,The bright kitten,The bright kittens,-11.122864723205566,-12.872864723205566,-15.085188865661621,-11.585188865661621,-15.085188865661621,-11.585188865661621
train,4,5,The calm turtle,The calm turtles,-11.717711448669434,-14.405211448669434,-16.18558120727539,-11.77933120727539,-16.18558120727539,-11.77933120727539
train,4,5,The quiet lion,The quiet lions,-9.656155586242676,-11.093655586242676,-12.884653091430664,-8.509653091430664,-12.884653091430664,-8.509653091430664
train,4,5,The nervous dolphin,The nervous dolphins,-9.503335952758789,-11.440835952758789,-13.550962448120117,-9.300962448120117,-13.550962448120117,-9.300962448120117
train,4,5,The timid cow,The timid cows,-8.422662734985352,-12.610162734985352,-12.803094863891602,-7.865594863891602,-12.803094863891602,-7.865594863891602
train,4,5,The calm rat,The calm rats,-8.964235305786133,-10.839235305786133,-11.83543586730957,-10.71043586730957,-11.83543586730957,-10.71043586730957
train,4,5,The timid shark,The timid sharks,-9.652094841003418,-10.652094841003418,-13.304657936096191,-8.554657936096191,-13.304657936096191,-8.554657936096191
train,4,5,The fuzzy monitor,The fuzzy monitors,-11.620102882385254,-15.370102882385254,-14.914406776428223,-11.289406776428223,-14.914406776428223,-11.289406776428223
train,4,5,The fuzzy whale,The fuzzy whales,-8.815204620361328,-9.252704620361328,-11.055763244628906,-8.118263244628906,-11.055763244628906,-8.118263244628906
train,4,5,The quiet shark,The quiet sharks,-10.901590347290039,-13.526590347290039,-15.43117618560791,-11.30617618560791,-15.43117618560791,-11.30617618560791
train,4,5,The calm cock,The calm cocks,-5.978058815002441,-11.040558815002441,-7.1182966232299805,-3.6182963848114014,-7.1182966232299805,-3.6182963848114014
train,4,5,The slender dolphin,The slender dolphins,-2.3617093563079834,-9.549209594726562,-7.938878059387207,-2.126378297805786,-7.938878059387207,-2.126378297805786
train,4,5,The calm dolphin,The calm dolphins,-9.305002212524414,-11.680002212524414,-13.103287696838379,-10.290787696838379,-13.103287696838379,-10.290787696838379
train,4,5,The sleepy whale,The sleepy whales,-11.506180763244629,-12.443680763244629,-14.716190338134766,-10.778690338134766,-14.716190338134766,-10.778690338134766
train,4,5,The timid rat,The timid rats,-12.262853622436523,-14.575353622436523,-14.855305671691895,-12.730305671691895,-14.855305671691895,-12.730305671691895
train,4,5,The nervous chick,The nervous chicks,-14.274371147155762,-16.586870193481445,-16.958974838256836,-14.208974838256836,-16.958974838256836,-14.208974838256836
train,4,5,The sleepy frog,The sleepy frogs,-13.817068099975586,-14.973318099975586,-16.99370765686035,-12.368706703186035,-16.99370765686035,-12.368706703186035
train,4,5,The slender chick,The slender chicks,-15.357027053833008,-15.638277053833008,-15.314764022827148,-12.564764022827148,-15.314764022827148,-12.564764022827148
train,4,5,The slender doe,The slender does,-9.477113723754883,-10.539613723754883,-13.049644470214844,-10.362144470214844,-13.049644470214844,-10.362144470214844
train,4,5,The slender cow,The slender cows,-14.873880386352539,-17.31138038635254,-15.99664306640625,-12.84039306640625,-15.99664306640625,-12.84039306640625
train,4,5,The sleepy turtle,The sleepy turtles,-11.34710693359375,-12.22210693359375,-16.704994201660156,-10.704995155334473,-16.704994201660156,-10.704995155334473
train,4,5,The nervous shark,The nervous sharks,-10.828949928283691,-14.141449928283691,-14.096455574035645,-10.158955574035645,-14.096455574035645,-10.158955574035645
train,4,5,The calm panda,The calm pandas,-11.231964111328125,-11.794464111328125,-13.561647415161133,-11.874147415161133,-13.561647415161133,-11.874147415161133
train,4,5,The calm frog,The calm frogs,-9.094752311706543,-11.969752311706543,-12.925731658935547,-8.613231658935547,-12.925731658935547,-8.613231658935547
train,4,5,The small pup,The small pups,-10.789794921875,-14.102294921875,-15.437888145446777,-11.687888145446777,-15.437888145446777,-11.687888145446777
train,4,5,The nervous rat,The nervous rats,-11.928024291992188,-13.178024291992188,-13.763566970825195,-12.076066970825195,-13.763566970825195,-12.076066970825195
train,4,5,The timid rat,The timid rats,-10.950353622436523,-16.731603622436523,-15.824055671691895,-12.417805671691895,-15.824055671691895,-12.417805671691895
train,4,5,The timid chick,The timid chicks,-12.529977798461914,-14.623727798461914,-15.822428703308105,-11.541178703308105,-15.822428703308105,-11.541178703308105
train,4,5,The quiet whale,The quiet whales,-9.147406578063965,-9.459906578063965,-13.151382446289062,-9.026382446289062,-13.151382446289062,-9.026382446289062
train,4,5,The timid shark,The timid sharks,-1.9645947217941284,-8.964594841003418,-7.054657936096191,-1.8046579360961914,-7.054657936096191,-1.8046579360961914
train,4,5,The slender whale,The slender whales,-13.844854354858398,-15.438604354858398,-14.53614616394043,-11.97364616394043,-14.53614616394043,-11.97364616394043
train,4,5,The fuzzy bat,The fuzzy bats,-9.107345581054688,-14.107345581054688,-14.865165710449219,-10.490165710449219,-14.865165710449219,-10.490165710449219
train,4,5,The nervous rabbit,The nervous rabbits,-9.489792823791504,-11.552292823791504,-13.781882286071777,-9.844382286071777,-13.781882286071777,-9.844382286071777
train,4,5,The calm whale,The calm whales,-2.181096076965332,-8.556096076965332,-5.757775783538818,-2.2577757835388184,-5.757775783538818,-2.2577757835388184
train,4,5,The nervous kitten,The nervous kittens,-4.281398296356201,-11.59389877319336,-6.981110095977783,-2.981110095977783,-6.981110095977783,-2.981110095977783
train,4,5,The bright kitten,The bright kittens,-12.435364723205566,-13.122864723205566,-15.022688865661621,-12.022688865661621,-15.022688865661621,-12.022688865661621
train,4,5,The slender horse,The slender horses,-14.73503589630127,-15.79753589630127,-15.45962142944336,-13.89712142944336,-15.45962142944336,-13.89712142944336
train,4,5,The nervous turtle,The nervous turtles,-12.569452285766602,-13.069452285766602,-14.312332153320312,-11.499832153320312,-14.312332153320312,-11.499832153320312
train,4,5,The timid lion,The timid lions,-1.9613213539123535,-9.273820877075195,-7.866719722747803,-1.8042197227478027,-7.866719722747803,-1.8042197227478027
train,4,5,The quiet bat,The quiet bats,-2.352668523788452,-8.977668762207031,-6.800545692443848,-2.0505459308624268,-6.800545692443848,-2.0505459308624268
train,4,5,The fuzzy dolphin,The fuzzy dolphins,-2.444406270980835,-9.069406509399414,-7.20015287399292,-2.325152635574341,-7.20015287399292,-2.325152635574341
train,4,5,The small dolphin,The small dolphins,-1.8873202800750732,-9.512320518493652,-7.734397888183594,-1.6093978881835938,-7.734397888183594,-1.6093978881835938
train,4,5,The bright shark,The bright sharks,-10.902755737304688,-12.027755737304688,-14.637097358703613,-10.824597358703613,-14.637097358703613,-10.824597358703613
train,4,5,The quiet rabbit,The quiet rabbits,-10.853832244873047,-11.166332244873047,-14.221805572509766,-11.534305572509766,-14.221805572509766,-11.534305572509766
train,4,5,The sleepy kit,The sleepy kits,-11.220542907714844,-15.501792907714844,-12.284881591796875,-11.034881591796875,-12.284881591796875,-11.034881591796875
train,4,5,The nervous turtle,The nervous turtles,-12.069452285766602,-13.131952285766602,-14.499832153320312,-11.249832153320312,-14.499832153320312,-11.249832153320312
train,4,5,The sleepy whale,The sleepy whales,-7.943680286407471,-11.881180763244629,-11.528690338134766,-9.778690338134766,-11.528690338134766,-9.778690338134766
train,4,5,The bright monitor,The bright monitors,-13.872762680053711,-14.310262680053711,-15.803237915039062,-13.490737915039062,-15.803237915039062,-13.490737915039062
train,4,5,The nervous rabbit,The nervous rabbits,-2.052292585372925,-9.552292823791504,-6.344382286071777,-1.5943820476531982,-6.344382286071777,-1.5943820476531982
train,4,5,The timid monitor,The timid monitors,-1.9308364391326904,-7.6808366775512695,-8.048421859741211,-1.7984222173690796,-8.048421859741211,-1.7984222173690796
train,4,5,The timid kitten,The timid kittens,-2.2819385528564453,-10.656938552856445,-7.692999839782715,-1.9429998397827148,-7.692999839782715,-1.9429998397827148
train,4,5,The fuzzy turtle,The fuzzy turtles,-8.40999984741211,-10.34749984741211,-14.162893295288086,-8.537893295288086,-14.162893295288086,-8.537893295288086
train,4,5,The sleepy rat,The sleepy rats,-13.056219100952148,-14.243719100952148,-15.173027992248535,-12.360527992248535,-15.173027992248535,-12.360527992248535
train,4,5,The quiet horse,The quiet horses,-10.962091445922852,-12.962091445922852,-14.269104957580566,-10.956604957580566,-14.269104957580566,-10.956604957580566
train,4,5,The calm horse,The calm horses,-9.837367057800293,-13.462367057800293,-14.59375,-10.3125,-14.59375,-10.3125
train,4,5,The fuzzy panda,The fuzzy pandas,-11.163739204406738,-12.538739204406738,-13.840325355529785,-12.027825355529785,-13.840325355529785,-12.027825355529785
train,4,5,The sleepy horse,The sleepy horses,-2.971317768096924,-9.846317291259766,-7.993721008300781,-2.306220769882202,-7.993721008300781,-2.306220769882202
train,4,5,The sleepy dog,The sleepy dogs,-3.768714666366577,-11.331214904785156,-7.357748985290527,-2.6077487468719482,-7.357748985290527,-2.6077487468719482
train,4,5,The sleepy doe,The sleepy does,-12.682865142822266,-15.370365142822266,-14.092305183410645,-12.092305183410645,-14.092305183410645,-12.092305183410645
train,4,5,The bright cow,The bright cows,-1.8168929815292358,-7.816893100738525,-6.882174015045166,-1.382174015045166,-6.882174015045166,-1.382174015045166
train,4,5,The quiet pup,The quiet pups,-9.839824676513672,-13.464824676513672,-12.104329109191895,-10.166829109191895,-12.104329109191895,-10.166829109191895
train,4,5,The nervous cow,The nervous cows,-9.502903938293457,-9.940403938293457,-11.807160377502441,-8.744660377502441,-11.807160377502441,-8.744660377502441
train,4,5,The quiet shark,The quiet sharks,-12.026590347290039,-15.120340347290039,-16.243675231933594,-13.18117618560791,-16.243675231933594,-13.18117618560791
train,4,5,The calm cow,The calm cows,-11.071616172790527,-14.509116172790527,-14.131166458129883,-11.006166458129883,-14.131166458129883,-11.006166458129883
train,4,5,The nervous frog,The nervous frogs,-12.087162017822266,-12.712162017822266,-14.910036087036133,-11.785036087036133,-14.910036087036133,-11.785036087036133
train,4,5,The small lion,The small lions,-9.96470832824707,-14.02720832824707,-14.202780723571777,-9.327780723571777,-14.202780723571777,-9.327780723571777
train,4,5,The timid dolphin,The timid dolphins,-9.321966171264648,-12.509466171264648,-15.280150413513184,-9.842650413513184,-15.280150413513184,-9.842650413513184
train,4,5,The bright bat,The bright bats,-16.883506774902344,-18.446006774902344,-17.25887107849121,-15.383871078491211,-17.25887107849121,-15.383871078491211
train,4,5,The small doe,The small does,-11.065950393676758,-13.128450393676758,-15.790264129638672,-13.290264129638672,-15.790264129638672,-13.290264129638672
train,4,5,The small bat,The small bats,-8.767572402954102,-11.330072402954102,-13.66381549835205,-10.66381549835205,-13.66381549835205,-10.66381549835205
train,4,5,The quiet kitten,The quiet kittens,-9.789203643798828,-10.976703643798828,-13.795249938964844,-10.482749938964844,-13.795249938964844,-10.482749938964844
train,4,5,The nervous dolphin,The nervous dolphins,-12.940835952758789,-15.378335952758789,-16.832212448120117,-12.050962448120117,-16.832212448120117,-12.050962448120117
train,4,5,The small monitor,The small monitors,-13.493122100830078,-14.930622100830078,-15.220113754272461,-12.720113754272461,-15.220113754272461,-12.720113754272461
train,4,5,The bright pup,The bright pups,-3.538316488265991,-8.35081672668457,-7.014793872833252,-2.514793872833252,-7.014793872833252,-2.514793872833252
train,4,5,The sleepy panda,The sleepy pandas,-6.8334455490112305,-11.27094554901123,-11.617024421691895,-10.054524421691895,-11.617024421691895,-10.054524421691895
train,4,5,The calm chick,The calm chicks,-2.6905806064605713,-7.440580368041992,-6.633739948272705,-2.446240186691284,-6.633739948272705,-2.446240186691284
train,4,5,The nervous shark,The nervous sharks,-14.078949928283691,-16.235200881958008,-16.22145652770996,-12.408955574035645,-16.22145652770996,-12.408955574035645
train,4,5,The slender frog,The slender frogs,-9.854485511779785,-11.416985511779785,-13.780776023864746,-8.780776023864746,-13.780776023864746,-8.780776023864746
train,4,5,The small pup,The small pups,-2.414795398712158,-7.602295398712158,-8.000388145446777,-1.6878880262374878,-8.000388145446777,-1.6878880262374878
train,4,5,The nervous bat,The nervous bats,-9.536124229431152,-14.348624229431152,-12.24846076965332,-8.81096076965332,-12.24846076965332,-8.81096076965332
train,4,5,The timid pup,The timid pups,-11.918573379516602,-13.293573379516602,-14.337407112121582,-11.337407112121582,-14.337407112121582,-11.337407112121582
train,4,5,The quiet turtle,The quiet turtles,-4.940414905548096,-9.190414428710938,-10.760343551635742,-7.885343551635742,-10.760343551635742,-7.885343551635742
train,4,5,The timid pup,The timid pups,-9.731073379516602,-14.043573379516602,-12.649907112121582,-7.649907112121582,-12.649907112121582,-7.649907112121582
train,4,5,The fuzzy rabbit,The fuzzy rabbits,-10.070121765136719,-13.007621765136719,-14.130121231079102,-10.755121231079102,-14.130121231079102,-10.755121231079102
train,4,5,The small chick,The small chicks,-1.8884226083755493,-8.325922966003418,-7.93815803527832,-1.5006579160690308,-7.93815803527832,-1.5006579160690308
train,4,5,The nervous whale,The nervous whales,-13.238469123840332,-16.082218170166016,-15.714862823486328,-13.683612823486328,-15.714862823486328,-13.683612823486328
train,4,5,The small bat,The small bats,-13.205072402954102,-18.0175724029541,-17.913816452026367,-14.03881549835205,-17.913816452026367,-14.03881549835205
train,4,5,The fuzzy horse,The fuzzy horses,-2.0243263244628906,-8.71182632446289,-7.501123428344727,-1.751123309135437,-7.501123428344727,-1.751123309135437
train,4,5,The slender doe,The slender does,-11.227113723754883,-15.008363723754883,-15.299644470214844,-11.549644470214844,-15.299644470214844,-11.549644470214844
train,4,5,The sleepy doe,The sleepy does,-6.807865142822266,-11.057865142822266,-13.529805183410645,-9.904805183410645,-13.529805183410645,-9.904805183410645
train,4,5,The calm rat,The calm rats,-12.464235305786133,-15.214235305786133,-15.64793586730957,-12.21043586730957,-15.64793586730957,-12.21043586730957
train,4,5,The slender kitten,The slender kittens,-13.930517196655273,-14.430517196655273,-17.4647159576416,-13.402215957641602,-17.4647159576416,-13.402215957641602
train,4,5,The slender lion,The slender lions,-10.355171203613281,-12.980171203613281,-13.905576705932617,-11.655576705932617,-13.905576705932617,-11.655576705932617
train,4,5,The small horse,The small horses,-1.881982684135437,-9.256982803344727,-7.6049933433532715,-1.3549933433532715,-7.6049933433532715,-1.3549933433532715
train,4,5,The quiet rat,The quiet rats,-7.269984245300293,-10.519984245300293,-12.246111869812012,-8.746111869812012,-12.246111869812012,-8.746111869812012
train,4,5,The sleepy rat,The sleepy rats,-9.743719100952148,-11.368719100952148,-13.110527992248535,-10.298027992248535,-13.110527992248535,-10.298027992248535
train,4,5,The nervous dog,The nervous dogs,-4.443285942077637,-11.380785942077637,-6.831170558929443,-1.9561707973480225,-6.831170558929443,-1.9561707973480225
train,4,5,The small lion,The small lions,-12.40220832824707,-13.96470832824707,-15.702780723571777,-12.077780723571777,-15.702780723571777,-12.077780723571777
train,4,5,The slender chick,The slender chicks,-3.107027292251587,-6.357027530670166,-7.502264022827148,-1.7522637844085693,-7.502264022827148,-1.7522637844085693
train,4,5,The slender turtle,The slender turtles,-12.53101634979248,-15.49976634979248,-15.303966522216797,-10.553966522216797,-15.303966522216797,-10.553966522216797
train,4,5,The nervous pup,The nervous pups,-3.375028610229492,-7.812528610229492,-6.394790172576904,-2.5197901725769043,-6.394790172576904,-2.5197901725769043
train,4,5,The small dog,The small dogs,-1.910226583480835,-10.410226821899414,-7.437739849090576,-1.3752398490905762,-7.437739849090576,-1.3752398490905762
train,4,5,The slender dolphin,The slender dolphins,-10.611709594726562,-14.174209594726562,-14.001378059387207,-9.188878059387207,-14.001378059387207,-9.188878059387207
train,4,5,The bright dog,The bright dogs,-12.525140762329102,-13.212640762329102,-14.972193717956543,-12.097193717956543,-14.972193717956543,-12.097193717956543
train,4,5,The nervous lion,The nervous lions,-2.828859806060791,-8.766359329223633,-5.526113033294678,-1.6511129140853882,-5.526113033294678,-1.6511129140853882
train,4,5,The timid turtle,The timid turtles,-14.163712501525879,-17.007463455200195,-18.47563362121582,-13.75688362121582,-18.47563362121582,-13.75688362121582
train,4,5,The bright whale,The bright whales,-9.242034912109375,-11.117034912109375,-12.538511276245117,-8.226011276245117,-12.538511276245117,-8.226011276245117
train,4,5,The slender panda,The slender pandas,-2.996180772781372,-9.496180534362793,-6.838629722595215,-1.8386297225952148,-6.838629722595215,-1.8386297225952148
train,4,5,The small dog,The small dogs,-5.285226821899414,-9.847726821899414,-9.937740325927734,-7.937739849090576,-9.937740325927734,-7.937739849090576
train,4,5,The quiet horse,The quiet horses,-10.399591445922852,-11.962091445922852,-13.956604957580566,-10.519104957580566,-13.956604957580566,-10.519104957580566
train,4,5,The small kit,The small kits,-2.5238728523254395,-9.336372375488281,-5.293853282928467,-2.043853282928467,-5.293853282928467,-2.043853282928467
train,4,5,The nervous bat,The nervous bats,-9.723624229431152,-15.161124229431152,-14.56096076965332,-11.81096076965332,-14.56096076965332,-11.81096076965332
train,4,5,The sleepy turtle,The sleepy turtles,-12.09710693359375,-13.72210693359375,-15.423745155334473,-12.392495155334473,-15.423745155334473,-12.392495155334473
train,4,5,The sleepy whale,The sleepy whales,-1.9436804056167603,-9.193680763244629,-5.591189861297607,-1.9661898612976074,-5.591189861297607,-1.9661898612976074
train,4,5,The timid pup,The timid pups,-13.418573379516602,-13.731073379516602,-16.431156158447266,-12.774907112121582,-16.431156158447266,-12.774907112121582
train,4,5,The small kitten,The small kittens,-11.920286178588867,-14.607786178588867,-16.424104690551758,-13.111604690551758,-16.424104690551758,-13.111604690551758
train,4,5,The small shark,The small sharks,-11.715628623962402,-13.965628623962402,-15.133196830749512,-11.195696830749512,-15.133196830749512,-11.195696830749512
train,4,5,The small panda,The small pandas,-13.441815376281738,-17.160566329956055,-16.591800689697266,-13.404300689697266,-16.591800689697266,-13.404300689697266
train,4,5,The small doe,The small does,-13.503450393676758,-15.534700393676758,-17.290264129638672,-13.790264129638672,-17.290264129638672,-13.790264129638672
train,4,5,The bright rat,The bright rats,-10.82044506072998,-15.00794506072998,-13.554923057556152,-9.867423057556152,-13.554923057556152,-9.867423057556152
train,4,5,The bright turtle,The bright turtles,-8.48738956451416,-11.73738956451416,-13.551695823669434,-8.426695823669434,-13.551695823669434,-8.426695823669434
train,4,5,The small kitten,The small kittens,-2.232785701751709,-11.170286178588867,-8.549104690551758,-1.6741044521331787,-8.549104690551758,-1.6741044521331787
train,4,5,The sleepy chick,The sleepy chicks,-10.716498374938965,-12.716498374938965,-14.607559204101562,-11.232559204101562,-14.607559204101562,-11.232559204101562
train,4,5,The bright chick,The bright chicks,-12.233438491821289,-14.295938491821289,-15.809488296508789,-12.465738296508789,-15.809488296508789,-12.465738296508789
train,4,5,The sleepy lion,The sleepy lions,-8.720895767211914,-11.595895767211914,-12.328828811645508,-10.266328811645508,-12.328828811645508,-10.266328811645508
train,4,5,The sleepy shark,The sleepy sharks,-9.646738052368164,-13.896738052368164,-13.481271743774414,-10.856271743774414,-13.481271743774414,-10.856271743774414
train,4,5,The fuzzy bat,The fuzzy bats,-10.044845581054688,-14.607345581054688,-14.177665710449219,-12.427665710449219,-14.177665710449219,-12.427665710449219
train,4,5,The nervous doe,The nervous does,-12.331995010375977,-13.019495010375977,-15.161279678344727,-10.161279678344727,-15.161279678344727,-10.161279678344727
train,4,5,The bright frog,The bright frogs,-12.793013572692871,-14.293013572692871,-19.048782348632812,-13.017531394958496,-19.048782348632812,-13.017531394958496
train,4,5,The timid panda,The timid pandas,-9.432412147521973,-13.932412147521973,-12.654186248779297,-8.029186248779297,-12.654186248779297,-8.029186248779297
train,4,5,The bright dolphin,The bright dolphins,-9.833282470703125,-12.895782470703125,-14.20513916015625,-11.70513916015625,-14.20513916015625,-11.70513916015625
train,4,5,The fuzzy kit,The fuzzy kits,-11.456962585449219,-12.769462585449219,-11.437337875366211,-10.687337875366211,-11.437337875366211,-10.687337875366211
train,4,5,The calm cow,The calm cows,-2.5716164112091064,-8.509116172790527,-6.881165981292725,-1.9436661005020142,-6.881165981292725,-1.9436661005020142
train,4,5,The sleepy dog,The sleepy dogs,-12.456214904785156,-16.049964904785156,-15.357748985290527,-11.545248985290527,-15.357748985290527,-11.545248985290527
train,4,5,The sleepy whale,The sleepy whales,-10.881180763244629,-12.943680763244629,-14.091190338134766,-10.403690338134766,-14.091190338134766,-10.403690338134766
train,4,5,The sleepy dog,The sleepy dogs,-10.956214904785156,-12.081214904785156,-13.732748985290527,-10.170248985290527,-13.732748985290527,-10.170248985290527
