split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
train,0,5,10,The slender rabbit,The slender rabbits,-11.268779754638672,-16.518779754638672,-15.606504440307617,-12.731504440307617,-11.848443984985352,-16.78594398498535
train,0,5,10,The fuzzy whale,The fuzzy whales,-2.2986555099487305,-8.73615550994873,-5.4147772789001465,-1.7897775173187256,-2.3344359397888184,-9.084436416625977
train,0,5,10,The quiet pup,The quiet pups,-4.756774425506592,-11.569273948669434,-8.160320281982422,-4.285320281982422,-5.06610631942749,-12.066105842590332
train,0,5,10,The timid horse,The timid horses,-13.072525024414062,-13.697525024414062,-15.167840003967285,-11.917840003967285,-12.875443458557129,-13.500443458557129
train,0,5,10,The timid bat,The timid bats,-10.359867095947266,-16.609867095947266,-15.312909126281738,-12.375409126281738,-11.148109436035156,-17.554359436035156
train,0,5,10,The quiet dolphin,The quiet dolphins,-13.546225547790527,-15.233725547790527,-16.10580062866211,-13.668299674987793,-12.263669967651367,-14.576169967651367
train,0,5,10,The slender rabbit,The slender rabbits,-11.643779754638672,-15.956279754638672,-15.606504440307617,-11.669004440307617,-11.910943984985352,-15.598443984985352
train,0,5,10,The sleepy dolphin,The sleepy dolphins,-3.3473691940307617,-10.284869194030762,-7.957515239715576,-3.082515239715576,-3.7779860496520996,-10.590486526489258
train,0,5,10,The calm horse,The calm horses,-3.8667054176330566,-10.804204940795898,-8.379096031188965,-3.191596031188965,-4.144547939300537,-11.394547462463379
train,0,5,10,The fuzzy cow,The fuzzy cows,-3.6389317512512207,-9.326432228088379,-6.124815464019775,-1.6248153448104858,-3.0627048015594482,-9.625205039978027
train,0,5,10,The calm chick,The calm chicks,-12.263371467590332,-14.794621467590332,-15.914717674255371,-13.883467674255371,-13.231449127197266,-16.262699127197266
train,0,5,10,The small turtle,The small turtles,-14.187716484069824,-17.06271743774414,-18.71358871459961,-13.338587760925293,-14.076969146728516,-16.889469146728516
train,0,5,10,The nervous kit,The nervous kits,-10.93898868560791,-12.56398868560791,-12.781917572021484,-12.094417572021484,-10.57961368560791,-12.70461368560791
train,0,5,10,The small rat,The small rats,-3.442241668701172,-10.879741668701172,-9.928621292114258,-2.678621530532837,-3.6736652851104736,-11.486165046691895
train,0,5,10,The timid turtle,The timid turtles,-2.6830992698669434,-11.433099746704102,-8.3995943069458,-1.8370943069458008,-3.002256155014038,-11.564756393432617
train,0,5,10,The nervous chick,The nervous chicks,-10.074859619140625,-12.887359619140625,-13.912323951721191,-9.974823951721191,-10.117328643798828,-13.304828643798828
train,0,5,10,The calm doe,The calm does,-6.761684417724609,-11.82418441772461,-17.228572845458984,-12.166072845458984,-14.870076179504395,-11.120076179504395
train,0,5,10,The sleepy panda,The sleepy pandas,-13.011226654052734,-18.073726654052734,-14.438987731933594,-12.188987731933594,-13.079973220825195,-17.954973220825195
train,0,5,10,The quiet kitten,The quiet kittens,-14.397635459899902,-18.397634506225586,-17.898120880126953,-15.585620880126953,-14.918397903442383,-18.262147903442383
train,0,5,10,The small frog,The small frogs,-7.831887245178223,-10.269387245178223,-14.20128345489502,-8.76378345489502,-9.658842086791992,-10.846342086791992
train,0,5,10,The small panda,The small pandas,-14.672751426696777,-15.360251426696777,-15.334270477294922,-13.521770477294922,-14.899748802185059,-15.587248802185059
train,0,5,10,The bright cock,The bright cocks,-19.555280685424805,-20.602155685424805,-18.24318504333496,-15.102559089660645,-14.618921279907227,-15.868921279907227
train,0,5,10,The nervous lion,The nervous lions,-11.541397094726562,-15.728897094726562,-14.532730102539062,-10.970230102539062,-11.472289085388184,-15.409789085388184
train,0,5,10,The bright lion,The bright lions,-13.281126022338867,-14.156126022338867,-15.900370597839355,-14.212870597839355,-14.843732833862305,-15.031232833862305
train,0,5,10,The slender kitten,The slender kittens,-4.880459785461426,-13.442959785461426,-10.470351219177246,-3.970351219177246,-4.673423767089844,-13.110923767089844
train,0,5,10,The bright kitten,The bright kittens,-13.273455619812012,-15.023455619812012,-17.0670108795166,-13.567010879516602,-13.383284568786621,-14.883284568786621
train,0,5,10,The calm turtle,The calm turtles,-12.970877647399902,-15.658377647399902,-16.62087631225586,-12.214627265930176,-12.661354064941406,-15.661354064941406
train,0,5,10,The quiet lion,The quiet lions,-11.034401893615723,-12.471901893615723,-14.342596054077148,-9.967596054077148,-11.974226951599121,-13.099226951599121
train,0,5,10,The nervous dolphin,The nervous dolphins,-10.314111709594727,-12.251611709594727,-14.139062881469727,-9.889062881469727,-9.863384246826172,-11.988384246826172
train,0,5,10,The timid cow,The timid cows,-9.84440803527832,-14.03190803527832,-13.3059663772583,-8.3684663772583,-9.833381652832031,-14.395881652832031
train,0,5,10,The calm rat,The calm rats,-9.419692993164062,-11.294692993164062,-13.1149263381958,-11.9899263381958,-10.993021011352539,-13.368021011352539
train,0,5,10,The timid shark,The timid sharks,-10.66568374633789,-11.66568374633789,-13.797197341918945,-9.047197341918945,-11.18494701385498,-11.93494701385498
train,0,5,10,The fuzzy monitor,The fuzzy monitors,-12.39873218536377,-16.148731231689453,-15.617432594299316,-11.992432594299316,-12.677101135253906,-16.177101135253906
train,0,5,10,The fuzzy whale,The fuzzy whales,-9.54865550994873,-9.98615550994873,-11.789777755737305,-8.852277755737305,-9.146936416625977,-10.334436416625977
train,0,5,10,The quiet shark,The quiet sharks,-11.860380172729492,-14.485380172729492,-15.807750701904297,-11.682750701904297,-12.736369132995605,-15.423869132995605
train,0,5,10,The calm cock,The calm cocks,-5.978896617889404,-11.041396141052246,-7.12786340713501,-3.6278634071350098,-3.308260202407837,-9.245759963989258
train,0,5,10,The slender dolphin,The slender dolphins,-1.9374852180480957,-9.124984741210938,-8.384766578674316,-2.5722668170928955,-2.5408732891082764,-9.540873527526855
train,0,5,10,The calm dolphin,The calm dolphins,-9.917349815368652,-12.292349815368652,-13.327404975891113,-10.514904975891113,-9.91202449798584,-12.53702449798584
train,0,5,10,The sleepy whale,The sleepy whales,-12.279829978942871,-13.217329978942871,-15.421369552612305,-11.483869552612305,-12.915836334228516,-13.915836334228516
train,0,5,10,The timid rat,The timid rats,-13.228370666503906,-15.540870666503906,-15.720158576965332,-13.595158576965332,-13.553221702575684,-15.678221702575684
train,0,5,10,The nervous chick,The nervous chicks,-14.637359619140625,-16.949859619140625,-17.599822998046875,-14.849823951721191,-14.242328643798828,-16.711078643798828
train,0,5,10,The sleepy frog,The sleepy frogs,-14.399466514587402,-15.555716514587402,-17.151010513305664,-12.526010513305664,-15.265841484069824,-15.984591484069824
train,0,5,10,The slender chick,The slender chicks,-15.372040748596191,-15.653290748596191,-16.512943267822266,-13.76294231414795,-13.498661041259766,-16.248661041259766
train,0,5,10,The slender doe,The slender does,-9.776532173156738,-10.839032173156738,-13.025616645812988,-10.338116645812988,-10.71237564086914,-9.14987564086914
train,0,5,10,The slender cow,The slender cows,-14.910335540771484,-17.347835540771484,-16.602216720581055,-13.445966720581055,-13.478316307067871,-17.322067260742188
train,0,5,10,The sleepy turtle,The sleepy turtles,-12.496381759643555,-13.371381759643555,-17.07004165649414,-11.070040702819824,-13.4954833984375,-13.8704833984375
train,0,5,10,The nervous shark,The nervous sharks,-11.255663871765137,-14.568163871765137,-14.513059616088867,-10.575559616088867,-11.302191734313965,-14.427191734313965
train,0,5,10,The calm panda,The calm pandas,-13.367040634155273,-13.929540634155273,-14.526808738708496,-12.839308738708496,-13.7373628616333,-14.2373628616333
train,0,5,10,The calm frog,The calm frogs,-9.402338027954102,-12.277338027954102,-13.070575714111328,-8.758075714111328,-9.635062217712402,-12.385062217712402
train,0,5,10,The small pup,The small pups,-10.93418025970459,-14.24668025970459,-17.072534561157227,-13.322534561157227,-13.117524147033691,-16.711273193359375
train,0,5,10,The nervous rat,The nervous rats,-12.232378959655762,-13.482378959655762,-14.671459197998047,-12.983959197998047,-11.947615623474121,-13.635115623474121
train,0,5,10,The timid rat,The timid rats,-11.915870666503906,-17.697120666503906,-16.688907623291016,-13.282658576965332,-12.740721702575684,-18.490720748901367
train,0,5,10,The timid chick,The timid chicks,-13.320462226867676,-15.414212226867676,-16.393798828125,-12.112547874450684,-12.937202453613281,-15.280952453613281
train,0,5,10,The quiet whale,The quiet whales,-9.69881820678711,-10.01131820678711,-13.6776762008667,-9.5526762008667,-10.22291374206543,-10.78541374206543
train,0,5,10,The timid shark,The timid sharks,-2.9781839847564697,-9.97818374633789,-7.547197341918945,-2.2971973419189453,-3.3724474906921387,-9.93494701385498
train,0,5,10,The slender whale,The slender whales,-13.924427032470703,-15.518177032470703,-14.765548706054688,-12.203048706054688,-13.896924018859863,-15.396924018859863
train,0,5,10,The fuzzy bat,The fuzzy bats,-10.010824203491211,-15.010824203491211,-14.988373756408691,-10.613373756408691,-9.57702922821045,-16.264530181884766
train,0,5,10,The nervous rabbit,The nervous rabbits,-10.776631355285645,-12.839131355285645,-14.691119194030762,-10.753619194030762,-10.736413955688477,-12.361413955688477
train,0,5,10,The calm whale,The calm whales,-2.7315430641174316,-9.10654354095459,-6.315929889678955,-2.815929889678955,-2.9035677909851074,-9.59106731414795
train,0,5,10,The nervous kitten,The nervous kittens,-5.248438835144043,-12.560938835144043,-8.379204750061035,-4.379205226898193,-4.755681037902832,-12.005681037902832
train,0,5,10,The bright kitten,The bright kittens,-14.585955619812012,-15.273455619812012,-17.0045108795166,-14.004510879516602,-14.945784568786621,-14.945784568786621
train,0,5,10,The slender horse,The slender horses,-15.201730728149414,-16.264230728149414,-16.17241859436035,-14.609918594360352,-15.323328018188477,-15.698328018188477
train,0,5,10,The nervous turtle,The nervous turtles,-13.128247261047363,-13.628247261047363,-15.130615234375,-12.318115234375,-12.48210334777832,-14.04460334777832
train,0,5,10,The timid lion,The timid lions,-2.94751238822937,-10.26001262664795,-8.892224311828613,-2.8297245502471924,-3.4273054599761963,-9.802305221557617
train,0,5,10,The quiet bat,The quiet bats,-2.531392812728882,-9.156393051147461,-6.99532413482666,-2.24532413482666,-2.7744455337524414,-9.711945533752441
train,0,5,10,The fuzzy dolphin,The fuzzy dolphins,-2.761502981185913,-9.386503219604492,-7.364805698394775,-2.4898056983947754,-3.02203369140625,-9.95953369140625
train,0,5,10,The small dolphin,The small dolphins,-1.9904109239578247,-9.615410804748535,-7.992152690887451,-1.8671528100967407,-2.215970039367676,-9.715970039367676
train,0,5,10,The bright shark,The bright sharks,-11.615523338317871,-12.740523338317871,-14.988508224487305,-11.176008224487305,-12.384074211120605,-13.821574211120605
train,0,5,10,The quiet rabbit,The quiet rabbits,-12.601724624633789,-12.914224624633789,-15.127870559692383,-12.440370559692383,-12.44080924987793,-13.19080924987793
train,0,5,10,The sleepy kit,The sleepy kits,-12.041253089904785,-16.3225040435791,-12.3964204788208,-11.1464204788208,-11.00027847290039,-15.43777847290039
train,0,5,10,The nervous turtle,The nervous turtles,-12.628247261047363,-13.690747261047363,-15.318115234375,-12.068115234375,-11.91960334777832,-13.41960334777832
train,0,5,10,The sleepy whale,The sleepy whales,-8.717329978942871,-12.654829978942871,-12.233869552612305,-10.483869552612305,-8.415836334228516,-12.728336334228516
train,0,5,10,The bright monitor,The bright monitors,-14.014366149902344,-14.451866149902344,-15.958246231079102,-13.645746231079102,-13.778634071350098,-14.716134071350098
train,0,5,10,The nervous rabbit,The nervous rabbits,-3.3391311168670654,-10.839131355285645,-7.25361967086792,-2.50361967086792,-3.9239139556884766,-11.048913955688477
train,0,5,10,The timid monitor,The timid monitors,-2.2907843589782715,-8.04078483581543,-9.311990737915039,-3.061990737915039,-4.698194980621338,-11.760695457458496
train,0,5,10,The timid kitten,The timid kittens,-4.363702297210693,-12.738702774047852,-9.582151412963867,-3.832151412963867,-4.3851637840271,-12.510163307189941
train,0,5,10,The fuzzy turtle,The fuzzy turtles,-10.213155746459961,-12.150655746459961,-15.120892524719238,-9.495892524719238,-10.573386192321777,-12.510886192321777
train,0,5,10,The sleepy rat,The sleepy rats,-14.46402645111084,-15.65152645111084,-16.0538272857666,-13.241328239440918,-14.488790512084961,-15.613790512084961
train,0,5,10,The quiet horse,The quiet horses,-11.993391990661621,-13.993391990661621,-15.05731201171875,-11.74481201171875,-12.715004920959473,-14.590004920959473
train,0,5,10,The calm horse,The calm horses,-11.116704940795898,-14.741704940795898,-15.347846031188965,-11.066596031188965,-11.894547462463379,-15.457047462463379
train,0,5,10,The fuzzy panda,The fuzzy pandas,-12.372529029846191,-13.747529029846191,-15.20764446258545,-13.39514446258545,-12.249916076660156,-14.187416076660156
train,0,5,10,The sleepy horse,The sleepy horses,-4.17793083190918,-11.05293083190918,-8.60042953491211,-2.9129295349121094,-4.382335662841797,-11.007335662841797
train,0,5,10,The sleepy dog,The sleepy dogs,-4.517773628234863,-12.080273628234863,-8.20321273803711,-3.4532124996185303,-4.599920749664307,-12.037421226501465
train,0,5,10,The sleepy doe,The sleepy does,-13.816704750061035,-16.50420379638672,-14.168182373046875,-12.168182373046875,-13.694367408752441,-12.819367408752441
train,0,5,10,The bright cow,The bright cows,-2.7095255851745605,-8.709525108337402,-7.345935344696045,-1.845935344696045,-3.53901743888855,-10.726517677307129
train,0,5,10,The quiet pup,The quiet pups,-10.069273948669434,-13.694273948669434,-13.160320281982422,-11.222820281982422,-10.878605842590332,-13.941105842590332
train,0,5,10,The nervous cow,The nervous cows,-9.956643104553223,-10.394143104553223,-12.68484115600586,-9.62234115600586,-10.632549285888672,-11.382549285888672
train,0,5,10,The quiet shark,The quiet sharks,-12.985380172729492,-16.079130172729492,-16.620250701904297,-13.557750701904297,-13.048869132995605,-16.11136817932129
train,0,5,10,The calm cow,The calm cows,-12.191308975219727,-15.628808975219727,-14.628401756286621,-11.503401756286621,-10.872746467590332,-14.810246467590332
train,0,5,10,The nervous frog,The nervous frogs,-12.274168014526367,-12.899168014526367,-15.236295700073242,-12.111295700073242,-11.519630432128906,-12.769630432128906
train,0,5,10,The small lion,The small lions,-10.952735900878906,-15.015235900878906,-15.409215927124023,-10.534215927124023,-11.573323249816895,-15.323323249816895
train,0,5,10,The timid dolphin,The timid dolphins,-10.015571594238281,-13.203071594238281,-15.62243366241455,-10.18493366241455,-10.385775566101074,-13.323275566101074
train,0,5,10,The bright bat,The bright bats,-17.00731658935547,-18.56981658935547,-17.336666107177734,-15.461665153503418,-15.457730293273926,-16.52022933959961
train,0,5,10,The small doe,The small does,-12.386556625366211,-14.449056625366211,-15.962080001831055,-13.462080001831055,-14.172237396240234,-13.984737396240234
train,0,5,10,The small bat,The small bats,-8.948610305786133,-11.511110305786133,-13.755746841430664,-10.755746841430664,-8.855382919311523,-11.292882919311523
train,0,5,10,The quiet kitten,The quiet kittens,-12.210135459899902,-13.397635459899902,-15.773120880126953,-12.460620880126953,-13.543397903442383,-14.543397903442383
train,0,5,10,The nervous dolphin,The nervous dolphins,-13.751611709594727,-16.189111709594727,-17.420312881469727,-12.639062881469727,-13.988384246826172,-16.238384246826172
train,0,5,10,The small monitor,The small monitors,-14.705215454101562,-16.142715454101562,-16.269433975219727,-13.76943302154541,-13.669367790222168,-15.106867790222168
train,0,5,10,The bright pup,The bright pups,-3.6190245151519775,-8.431524276733398,-8.400115966796875,-3.900115728378296,-4.46669864654541,-11.84169864654541
train,0,5,10,The sleepy panda,The sleepy pandas,-9.323726654052734,-13.761226654052734,-12.688987731933594,-11.126487731933594,-10.204973220825195,-14.392473220825195
train,0,5,10,The calm chick,The calm chicks,-4.075871467590332,-8.825871467590332,-7.508467197418213,-3.320967197418213,-4.231449604034424,-10.606449127197266
train,0,5,10,The nervous shark,The nervous sharks,-14.505663871765137,-16.661914825439453,-16.638059616088867,-12.825559616088867,-13.989691734313965,-16.17719078063965
train,0,5,10,The slender frog,The slender frogs,-9.886344909667969,-11.448844909667969,-14.043392181396484,-9.043392181396484,-10.285808563232422,-11.973308563232422
train,0,5,10,The small pup,The small pups,-2.55918025970459,-7.74668025970459,-9.635034561157227,-3.3225350379943848,-3.742523670196533,-11.492524147033691
train,0,5,10,The nervous bat,The nervous bats,-9.655732154846191,-14.468232154846191,-12.481783866882324,-9.044283866882324,-10.287309646606445,-15.224809646606445
train,0,5,10,The timid pup,The timid pups,-12.760819435119629,-14.135819435119629,-15.643210411071777,-12.643210411071777,-13.162586212158203,-14.412586212158203
train,0,5,10,The quiet turtle,The quiet turtles,-6.1402130126953125,-10.390213012695312,-11.123029708862305,-8.248029708862305,-6.164675712585449,-10.47717571258545
train,0,5,10,The timid pup,The timid pups,-10.573319435119629,-14.885819435119629,-13.955710411071777,-8.955710411071777,-10.725086212158203,-15.037586212158203
train,0,5,10,The fuzzy rabbit,The fuzzy rabbits,-11.804095268249512,-14.741595268249512,-15.051396369934082,-11.676396369934082,-11.400794982910156,-14.713294982910156
train,0,5,10,The small chick,The small chicks,-3.5007922649383545,-9.938292503356934,-9.088285446166992,-2.650784969329834,-3.347999095916748,-10.597999572753906
train,0,5,10,The nervous whale,The nervous whales,-13.820631980895996,-16.66438102722168,-16.630889892578125,-14.599639892578125,-13.118851661682129,-15.993851661682129
train,0,5,10,The small bat,The small bats,-13.386110305786133,-18.198610305786133,-18.005746841430664,-14.130746841430664,-12.480382919311523,-17.261632919311523
train,0,5,10,The fuzzy horse,The fuzzy horses,-2.6878981590270996,-9.375398635864258,-8.206543922424316,-2.4565436840057373,-3.4860475063323975,-10.611047744750977
train,0,5,10,The slender doe,The slender does,-11.526532173156738,-15.307782173156738,-15.275616645812988,-11.525616645812988,-13.14987564086914,-11.89987564086914
train,0,5,10,The sleepy doe,The sleepy does,-7.941704273223877,-12.191704750061035,-13.605682373046875,-9.980682373046875,-11.881867408752441,-10.506867408752441
train,0,5,10,The calm rat,The calm rats,-12.919692993164062,-15.669692993164062,-16.927425384521484,-13.4899263381958,-13.680521011352539,-16.68052101135254
train,0,5,10,The slender kitten,The slender kittens,-15.630459785461426,-16.13045883178711,-19.220352172851562,-15.157851219177246,-16.298423767089844,-15.985923767089844
train,0,5,10,The slender lion,The slender lions,-10.687881469726562,-13.312881469726562,-14.736273765563965,-12.486273765563965,-11.550169944763184,-13.112669944763184
train,0,5,10,The small horse,The small horses,-3.552980422973633,-10.927980422973633,-8.65891170501709,-2.40891170501709,-2.8034443855285645,-11.115944862365723
train,0,5,10,The quiet rat,The quiet rats,-7.822334289550781,-11.072334289550781,-13.247380256652832,-9.747380256652832,-9.960887908935547,-13.148387908935547
train,0,5,10,The sleepy rat,The sleepy rats,-11.15152645111084,-12.77652645111084,-13.991328239440918,-11.178828239440918,-11.238790512084961,-13.176290512084961
train,0,5,10,The nervous dog,The nervous dogs,-4.529360771179199,-11.4668607711792,-7.812612533569336,-2.937612295150757,-3.5113463401794434,-10.948846817016602
train,0,5,10,The small lion,The small lions,-13.390235900878906,-14.952735900878906,-16.909215927124023,-13.284215927124023,-13.573323249816895,-14.823323249816895
train,0,5,10,The slender chick,The slender chicks,-3.1220409870147705,-6.37204122543335,-8.70044231414795,-2.9504427909851074,-3.1861610412597656,-9.936161041259766
train,0,5,10,The slender turtle,The slender turtles,-13.58245849609375,-16.55120849609375,-15.773833274841309,-11.023833274841309,-13.004685401916504,-16.348434448242188
train,0,5,10,The nervous pup,The nervous pups,-3.386359930038452,-7.823860168457031,-7.580671787261963,-3.705671787261963,-3.876044988632202,-10.938545227050781
train,0,5,10,The small dog,The small dogs,-2.859927177429199,-11.3599271774292,-8.31239128112793,-2.249891757965088,-2.5159242153167725,-11.578424453735352
train,0,5,10,The slender dolphin,The slender dolphins,-10.187484741210938,-13.749984741210938,-14.447266578674316,-9.634766578674316,-10.415873527526855,-14.540873527526855
train,0,5,10,The bright dog,The bright dogs,-13.039488792419434,-13.726988792419434,-15.573968887329102,-12.698968887329102,-12.5055513381958,-13.6305513381958
train,0,5,10,The nervous lion,The nervous lions,-3.6663970947265625,-9.603897094726562,-7.282729625701904,-3.4077296257019043,-3.9097890853881836,-8.972289085388184
train,0,5,10,The timid turtle,The timid turtles,-14.870599746704102,-17.7143497467041,-18.805843353271484,-14.0870943069458,-15.002256393432617,-17.627256393432617
train,0,5,10,The bright whale,The bright whales,-9.44146728515625,-11.31646728515625,-12.888714790344238,-8.576214790344238,-9.820565223693848,-11.508065223693848
train,0,5,10,The slender panda,The slender pandas,-4.820800304412842,-11.32080078125,-8.15822982788086,-3.1582300662994385,-5.304759502410889,-11.867259979248047
train,0,5,10,The small dog,The small dogs,-6.234927177429199,-10.7974271774292,-10.81239128112793,-8.81239128112793,-5.765924453735352,-10.890924453735352
train,0,5,10,The quiet horse,The quiet horses,-11.430891990661621,-12.993391990661621,-14.74481201171875,-11.30731201171875,-12.277504920959473,-14.340004920959473
train,0,5,10,The small kit,The small kits,-4.4169158935546875,-11.229415893554688,-5.5613813400268555,-2.3113815784454346,-3.566551446914673,-10.691551208496094
train,0,5,10,The nervous bat,The nervous bats,-9.843232154846191,-15.280732154846191,-14.794283866882324,-12.044283866882324,-10.537309646606445,-15.849809646606445
train,0,5,10,The sleepy turtle,The sleepy turtles,-13.246381759643555,-14.871381759643555,-15.788790702819824,-12.757540702819824,-13.4329833984375,-14.8079833984375
train,0,5,10,The sleepy whale,The sleepy whales,-2.717329502105713,-9.967329978942871,-6.296370029449463,-2.671370029449463,-2.9783360958099365,-10.290836334228516
train,0,5,10,The timid pup,The timid pups,-14.260819435119629,-14.573319435119629,-17.736961364746094,-14.080710411071777,-15.037586212158203,-15.475086212158203
train,0,5,10,The small kitten,The small kittens,-13.491533279418945,-16.179033279418945,-18.15922737121582,-14.84672737121582,-14.19190788269043,-16.69190788269043
train,0,5,10,The small shark,The small sharks,-12.399778366088867,-14.649778366088867,-15.43988037109375,-11.50238037109375,-11.880616188049316,-14.568116188049316
train,0,5,10,The small panda,The small pandas,-15.860251426696777,-19.57900047302246,-18.146770477294922,-14.959270477294922,-16.462247848510742,-19.837247848510742
train,0,5,10,The small doe,The small does,-14.824056625366211,-16.85530662536621,-17.462080001831055,-13.962080001831055,-15.797237396240234,-13.609737396240234
train,0,5,10,The bright rat,The bright rats,-11.45695972442627,-15.64445972442627,-14.478379249572754,-10.790879249572754,-12.62607479095459,-16.751073837280273
train,0,5,10,The bright turtle,The bright turtles,-9.687362670898438,-12.937362670898438,-13.892719268798828,-8.767719268798828,-10.168134689331055,-13.480634689331055
train,0,5,10,The small kitten,The small kittens,-3.8040337562561035,-12.741533279418945,-10.28422737121582,-3.409226894378662,-3.879408121109009,-13.00440788269043
train,0,5,10,The sleepy chick,The sleepy chicks,-11.87273120880127,-13.87273120880127,-15.39810848236084,-12.02310848236084,-11.75829792022705,-14.19579792022705
train,0,5,10,The bright chick,The bright chicks,-13.573587417602539,-15.636087417602539,-16.593647003173828,-13.249897003173828,-13.808899879455566,-16.37139892578125
train,0,5,10,The sleepy lion,The sleepy lions,-10.321903228759766,-13.196903228759766,-13.773493766784668,-11.710993766784668,-10.543232917785645,-13.793232917785645
train,0,5,10,The sleepy shark,The sleepy sharks,-10.517419815063477,-14.767419815063477,-13.975516319274902,-11.350516319274902,-11.27751350402832,-14.96501350402832
train,0,5,10,The fuzzy bat,The fuzzy bats,-10.948324203491211,-15.510824203491211,-14.300873756408691,-12.550873756408691,-10.01452922821045,-15.98327922821045
train,0,5,10,The nervous doe,The nervous does,-12.361082077026367,-13.048582077026367,-15.216732025146484,-10.216732025146484,-13.913206100463867,-9.975706100463867
train,0,5,10,The bright frog,The bright frogs,-12.885025024414062,-14.385025024414062,-19.11265754699707,-13.08140754699707,-13.755148887634277,-15.661398887634277
train,0,5,10,The timid panda,The timid pandas,-12.488667488098145,-16.98866844177246,-13.739913940429688,-9.114913940429688,-11.566510200500488,-16.004009246826172
train,0,5,10,The bright dolphin,The bright dolphins,-10.03974437713623,-13.10224437713623,-14.376142501831055,-11.876142501831055,-10.503302574157715,-13.190802574157715
train,0,5,10,The fuzzy kit,The fuzzy kits,-11.710165023803711,-13.022665023803711,-11.591642379760742,-10.841642379760742,-11.111251831054688,-12.611251831054688
