epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,,3.1732356548309326,1.3452351093292236,55.25649061203003,50.88554382324219,1.4453125,1.4453125,1.4494974613189697,1.921875,0.1220703125, phones | 猫 |  dogs |  trees |  Dogs, dogs |  rats | trees |  beasts |  lords,0.5084033608436584,0.02521008439362049,0.9915966391563416
12,,0.04330398887395859,0.023911844938993454,7.814935302734375,7.717950439453125,1.453125,1.453125,1.4494974613189697,2.015625,0.040283203125, dog | 猫 |  phone | 小狗 |  kitten, dogs |  cats |  rabbits |  birds |  rats,0.6260504126548767,0.29411765933036804,0.9579831957817078
13,,0.22987297177314758,0.001454829005524516,10.086031087239583,10.175620524088542,1.4453125,1.453125,1.4494974613189697,2.015625,0.031494140625, dog | 猫 |  phone | 小狗 |  kitten, dogs |  cats |  rabbits |  birds |  rats,0.5924369692802429,0.21008403599262238,0.9747899174690247
14,,0.0586029477417469,0.015157856047153473,6.767964680989583,6.699904378255209,1.453125,1.453125,1.4494974613189697,2.03125,0.0220947265625, dog |  phone | 猫 | 小狗 |  kitten, dogs |  cats |  rabbits |  birds |  rats,0.6218487620353699,0.26050421595573425,0.9831932783126831
15,,0.0037489645183086395,0.09111374616622925,7.647200520833334,7.5350290934244795,1.453125,1.453125,1.4494974613189697,2.046875,0.00714111328125, dog | 猫 |  phone |  kitten | 小狗, dogs |  cats |  birds |  rabbits |  rats,0.6848739385604858,0.40336135029792786,0.9663865566253662
16,,0.19578924775123596,0.0009998108725994825,5.680802408854166,5.666138712565104,1.4453125,1.453125,1.4494974613189697,2.046875,0.0026397705078125, dog |  phone | 猫 | 小狗 |  kitten, dogs |  cats |  rabbits |  birds |  rats,0.5966386795043945,0.21008403599262238,0.9831932783126831
17,,0.00849821511656046,0.028756896033883095,5.15919189453125,5.074842325846354,1.453125,1.453125,1.4494974613189697,2.0625,-0.00872802734375, dog |  phone | 猫 |  kitten | 小狗, dogs |  cats |  birds |  rabbits |  rats,0.6638655662536621,0.3529411852359772,0.9747899174690247
18,,0.008566570468246937,0.028196435421705246,8.427351888020834,8.46932373046875,1.453125,1.453125,1.4494974613189697,2.0625,-0.01953125, dog |  phone | 猫 |  creature |  kitten, dogs |  cats |  birds |  rabbits | 两只,0.680672287940979,0.3781512677669525,0.9831932783126831
19,,0.0011487947776913643,0.16713368892669678,4.021193440755209,4.005037689208985,1.453125,1.4453125,1.4494974613189697,2.078125,-0.0291748046875, dog |  phone |  creature |  kitten | 猫, dogs |  cats |  birds |  rabbits | 两只,0.7016806602478027,0.4285714328289032,0.9747899174690247
20,,0.007767466362565756,0.042835548520088196,8.287371826171874,8.258019002278646,1.453125,1.453125,1.4494974613189697,2.09375,-0.03662109375, dog |  phone |  creature | 猫 | 小狗, cats |  dogs |  birds |  rabbits | 两只,0.680672287940979,0.3781512677669525,0.9831932783126831
21,,0.05641137436032295,0.00819295085966587,6.902019246419271,6.892733764648438,1.453125,1.4453125,1.4494974613189697,2.09375,-0.04443359375, dog |  phone |  creature | 小狗 |  kitten, cats |  dogs |  rabbits |  birds | 两只,0.7100840210914612,0.42016807198524475,1.0
22,,0.07001446187496185,0.003378933994099498,5.013845825195313,4.957759602864583,1.453125,1.453125,1.4494974613189697,2.109375,-0.05078125, dog |  phone |  creature |  kitten | 猫, cats |  dogs |  rabbits |  birds | 两只,0.7142857313156128,0.4285714328289032,1.0
23,,0.23375506699085236,0.0004704665334429592,6.128619384765625,6.1526438395182295,1.4453125,1.4453125,1.4494974613189697,2.109375,-0.05908203125, dog |  phone |  creature | 小狗 |  kitten, cats |  rabbits |  dogs | 两只 |  birds,0.6764705777168274,0.3529411852359772,1.0
24,,0.0016442369669675827,0.0802881270647049,5.0597691853841145,5.146461232503255,1.4453125,1.4453125,1.4494974613189697,2.125,-0.0712890625, dog |  creature |  phone | 小狗 |  kitten, cats | 两只 |  dogs |  birds |  rabbits,0.7394958138465881,0.48739495873451233,0.9915966391563416
25,,0.2799261808395386,0.00040344608714804053,3.8924235026041667,3.9138402303059894,1.453125,1.453125,1.4494974613189697,2.125,-0.07470703125, dog |  phone |  creature | 小狗 |  kitten,两只 |  cats |  dogs |  rabbits |  birds,0.6596638560295105,0.3193277418613434,1.0
26,,0.002906929701566696,0.03272990137338638,3.283777618408203,3.118153381347656,1.4453125,1.4453125,1.4494974613189697,2.125,-0.08251953125, dog |  creature |  phone | 小狗 |  kitten,两只 |  cats |  dogs |  rabbits |  birds,0.7521008253097534,0.5126050710678101,0.9915966391563416
27,,0.07592608034610748,0.002374823670834303,3.1138621012369794,3.1390780131022136,1.453125,1.4453125,1.4494974613189697,2.140625,-0.09033203125, dog |  creature |  phone | 小狗 |  kitten,两只 |  cats |  rabbits |  dogs |  birds,0.7352941036224365,0.47058823704719543,1.0
28,,0.04163721948862076,0.0029360256157815456,6.668343734741211,6.624033610026042,1.453125,1.453125,1.4494974613189697,2.15625,-0.0986328125, dog |  creature | 小狗 |  phone |  animal,两只 |  cats |  rabbits |  birds |  dogs,0.743697464466095,0.48739495873451233,1.0
29,,0.033372122794389725,0.004858731757849455,5.4818672180175785,5.481982421875,1.453125,1.453125,1.4494974613189697,2.15625,-0.1083984375, dog |  creature | 小狗 |  phone |  animal,两只 |  cats |  birds |  rabbits |  dogs,0.743697464466095,0.48739495873451233,1.0
30,,0.013192648999392986,0.008650657720863819,2.13006706237793,2.15224609375,1.453125,1.453125,1.4494974613189697,2.15625,-0.11181640625, dog |  creature | 小狗 |  phone |  animal,两只 |  cats |  birds |  rabbits |  dogs,0.743697464466095,0.48739495873451233,1.0
31,,0.0009479578584432602,0.07172998785972595,2.1531331380208334,2.1106287638346353,1.4453125,1.453125,1.4494974613189697,2.171875,-0.12255859375, dog |  creature | 小狗 |  phone |  kitten,两只 |  cats |  birds |  rabbits |  dogs,0.7731092572212219,0.5714285969734192,0.9747899174690247
