split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,7,1,The calm dolphin beneath the boxes,The calm dolphins beneath the box,-14.90802001953125,-15.65802001953125,-12.494325637817383,-11.681825637817383,-12.463007926940918,-11.650507926940918,
train,1,7,1,The calm dolphins beneath the box,The calm dolphin beneath the boxes,-11.681825637817383,-12.494325637817383,-15.65802001953125,-14.90802001953125,-15.719521522521973,-14.969521522521973,
train,0,7,1,The nervous shark beneath the chairs,The nervous sharks beneath the chair,-6.5193586349487305,-10.51935863494873,-7.921449661254883,-5.546449661254883,-7.920163631439209,-5.545163631439209,
train,1,7,1,The nervous sharks beneath the chair,The nervous shark beneath the chairs,-5.546449661254883,-7.921449661254883,-10.51935863494873,-6.5193586349487305,-10.33480453491211,-6.397305011749268,
train,0,7,1,The nervous frog outside the tables,The nervous frogs outside the table,-6.271010875701904,-9.146011352539062,-7.3383307456970215,-4.2133307456970215,-7.456407070159912,-4.331407070159912,
train,1,7,1,The nervous frogs outside the table,The nervous frog outside the tables,-4.2133307456970215,-7.3383307456970215,-9.146011352539062,-6.271010875701904,-9.144766807556152,-6.269766807556152,
train,0,7,1,The calm rabbit beneath the boxes,The calm rabbits beneath the box,-16.304250717163086,-17.679250717163086,-16.82061767578125,-14.38311767578125,-16.803627014160156,-14.33487606048584,
train,1,7,1,The calm rabbits beneath the box,The calm rabbit beneath the boxes,-14.38311767578125,-16.82061767578125,-17.679250717163086,-16.304250717163086,-17.83030891418457,-16.42405891418457,
train,0,7,1,The calm monitor behind the bolts,The calm monitors behind the bolt,-6.401040554046631,-11.463540077209473,-6.021108627319336,-4.146108627319336,-5.905454635620117,-4.155454635620117,
train,1,7,1,The calm monitors behind the bolt,The calm monitor behind the bolts,-4.146108627319336,-6.021108627319336,-11.463540077209473,-6.401040554046631,-11.587047576904297,-6.399548053741455,
train,0,7,1,The small rabbit past the cables,The small rabbits past the cable,-7.388627052307129,-10.013627052307129,-7.142718315124512,-5.642718315124512,-7.086005210876465,-5.836005210876465,
train,1,7,1,The small rabbits past the cable,The small rabbit past the cables,-5.642718315124512,-7.142718315124512,-10.013627052307129,-7.388627052307129,-9.028925895690918,-5.903925895690918,
train,0,7,1,The calm dolphin beneath the trenches,The calm dolphins beneath the trench,-5.712968826293945,-10.275468826293945,-6.450831890106201,-4.200831890106201,-6.448523998260498,-4.198523998260498,
train,1,7,1,The calm dolphins beneath the trench,The calm dolphin beneath the trenches,-4.200831890106201,-6.450831890106201,-10.275468826293945,-5.712968826293945,-10.159073829650879,-5.721573829650879,
train,0,7,1,The fuzzy frog behind the crates,The fuzzy frogs behind the crate,-14.567420959472656,-18.098670959472656,-16.003637313842773,-14.066137313842773,-15.856710433959961,-13.856710433959961,
train,1,7,1,The fuzzy frogs behind the crate,The fuzzy frog behind the crates,-14.066137313842773,-16.003637313842773,-18.098670959472656,-14.567420959472656,-17.983768463134766,-14.45251750946045,
