split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
test,1,5,10,The clumsy [wugs],The clumsy [wug],-11.719829559326172,-15.907329559326172,-16.041242599487305,-10.634991645812988,-10.65695571899414,-16.28195571899414,
test,0,5,10,The wary [wug],The wary [wugs],-13.383354187011719,-15.133354187011719,-17.65580177307129,-14.093301773071289,-14.91521167755127,-16.540212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-14.093301773071289,-17.65580177307129,-15.133354187011719,-13.383354187011719,-13.697402000427246,-17.38490104675293,
test,0,5,10,The sturdy [wug],The sturdy [wugs],-12.309978485107422,-14.122478485107422,-14.918950080871582,-13.043950080871582,-13.656187057495117,-16.281187057495117,
test,1,5,10,The sturdy [wugs],The sturdy [wug],-13.043950080871582,-14.918950080871582,-14.122478485107422,-12.309978485107422,-11.382497787475586,-16.069997787475586,
test,0,5,10,The restless [wug],The restless [wugs],-13.03205680847168,-17.40705680847168,-17.090923309326172,-13.715923309326172,-15.16161060333252,-18.661609649658203,
test,1,5,10,The restless [wugs],The restless [wug],-13.715923309326172,-17.090923309326172,-17.40705680847168,-13.03205680847168,-13.398898124694824,-16.961397171020508,
test,0,5,10,The gentle [wug],The gentle [wugs],-13.641753196716309,-17.579254150390625,-19.642045974731445,-18.142045974731445,-17.76534080505371,-21.98409080505371,
test,1,5,10,The gentle [wugs],The gentle [wug],-18.142045974731445,-19.642045974731445,-17.579254150390625,-13.641753196716309,-15.217867851257324,-17.65536880493164,
test,0,5,10,The graceful [wug],The graceful [wugs],-14.633153915405273,-16.195653915405273,-17.227340698242188,-14.852340698242188,-15.759320259094238,-16.821819305419922,
test,1,5,10,The graceful [wugs],The graceful [wug],-14.852340698242188,-17.227340698242188,-16.195653915405273,-14.633153915405273,-15.383153915405273,-18.633153915405273,
test,0,5,10,The fierce [wug],The fierce [wugs],-13.685091972351074,-14.372591972351074,-17.685699462890625,-14.185700416564941,-14.755484580993652,-14.942984580993652,
test,1,5,10,The fierce [wugs],The fierce [wug],-14.185700416564941,-17.685699462890625,-14.372591972351074,-13.685091972351074,-12.671588897705078,-17.609088897705078,
test,0,5,10,The lively [wug],The lively [wugs],-7.095567226409912,-13.03306770324707,-11.31357479095459,-7.56357479095459,-9.677105903625488,-15.552105903625488,
test,1,5,10,The lively [wugs],The lively [wug],-7.56357479095459,-11.31357479095459,-13.03306770324707,-7.095567226409912,-6.0294108390808105,-11.716910362243652,
test,0,5,10,The gentle [wug],The gentle [wugs],-11.766753196716309,-16.079254150390625,-15.954545974731445,-13.392045974731445,-13.077840805053711,-17.14034080505371,
test,1,5,10,The gentle [wugs],The gentle [wug],-13.392045974731445,-15.954545974731445,-16.079254150390625,-11.766753196716309,-11.155367851257324,-14.217867851257324,
test,0,5,10,The round [wug],The round [wugs],-12.835718154907227,-13.898218154907227,-15.503713607788086,-15.003713607788086,-14.150851249694824,-15.650851249694824,
test,1,5,10,The round [wugs],The round [wug],-15.003713607788086,-15.503713607788086,-13.898218154907227,-12.835718154907227,-16.416719436645508,-16.354219436645508,
test,0,5,10,The round [wug],The round [wugs],-11.898218154907227,-13.210718154907227,-16.503713607788086,-14.066213607788086,-14.650851249694824,-15.275851249694824,
test,1,5,10,The round [wugs],The round [wug],-14.066213607788086,-16.503713607788086,-13.210718154907227,-11.898218154907227,-15.479219436645508,-18.416719436645508,
test,0,5,10,The strange [wug],The strange [wugs],-13.86767864227295,-15.93017864227295,-17.788455963134766,-16.225955963134766,-17.671489715576172,-18.796489715576172,
test,1,5,10,The strange [wugs],The strange [wug],-16.225955963134766,-17.788455963134766,-15.93017864227295,-13.86767864227295,-13.306743621826172,-16.306743621826172,
test,0,5,10,The spotted [wug],The spotted [wugs],-15.262138366699219,-19.48088836669922,-16.951004028320312,-12.951004028320312,-14.458998680114746,-18.052749633789062,
test,1,5,10,The spotted [wugs],The spotted [wug],-12.951004028320312,-16.951004028320312,-19.48088836669922,-15.262138366699219,-11.963029861450195,-17.025529861450195,
test,0,5,10,The fierce [wug],The fierce [wugs],-14.622591972351074,-16.49759292602539,-20.435699462890625,-16.685699462890625,-16.25548553466797,-17.31798553466797,
test,1,5,10,The fierce [wugs],The fierce [wug],-16.685699462890625,-20.435699462890625,-16.49759292602539,-14.622591972351074,-13.109088897705078,-17.609088897705078,
test,0,5,10,The round [wug],The round [wugs],-13.960718154907227,-14.648218154907227,-18.128713607788086,-14.753713607788086,-15.525851249694824,-17.27585220336914,
test,1,5,10,The round [wugs],The round [wug],-14.753713607788086,-18.128713607788086,-14.648218154907227,-13.960718154907227,-14.729219436645508,-18.854219436645508,
test,0,5,10,The spotted [wug],The spotted [wugs],-9.199638366699219,-13.949638366699219,-13.388504028320312,-9.951004028320312,-9.083998680114746,-13.146498680114746,
test,1,5,10,The spotted [wugs],The spotted [wug],-9.951004028320312,-13.388504028320312,-13.949638366699219,-9.199638366699219,-11.088029861450195,-16.275529861450195,
test,0,5,10,The fierce [wug],The fierce [wugs],-12.935091972351074,-15.247591972351074,-17.435699462890625,-16.060699462890625,-14.567984580993652,-16.56798553466797,
test,1,5,10,The fierce [wugs],The fierce [wug],-16.060699462890625,-17.435699462890625,-15.247591972351074,-12.935091972351074,-14.359088897705078,-17.421588897705078,
test,0,5,10,The bold [wug],The bold [wugs],-3.3574304580688477,-9.544930458068848,-7.9673614501953125,-4.2173614501953125,-4.454697608947754,-11.579697608947754,
test,1,5,10,The bold [wugs],The bold [wug],-4.2173614501953125,-7.9673614501953125,-9.544930458068848,-3.3574304580688477,-2.339765787124634,-7.589765548706055,
test,0,5,10,The wary [wug],The wary [wugs],-13.133354187011719,-17.22710418701172,-19.74955177307129,-14.593301773071289,-14.41521167755127,-18.227712631225586,
test,1,5,10,The wary [wugs],The wary [wug],-14.593301773071289,-19.74955177307129,-17.22710418701172,-13.133354187011719,-13.447402000427246,-18.63490104675293,
test,0,5,10,The clumsy [wug],The clumsy [wugs],-11.322491645812988,-13.447491645812988,-16.344829559326172,-15.594829559326172,-13.440113067626953,-15.252613067626953,
test,1,5,10,The clumsy [wugs],The clumsy [wug],-15.594829559326172,-16.344829559326172,-13.447491645812988,-11.322491645812988,-13.34445571899414,-15.71945571899414,
test,0,5,10,The shy [wug],The shy [wugs],-13.368118286132812,-17.805618286132812,-19.05214500427246,-16.42714500427246,-14.183100700378418,-17.839351654052734,
test,1,5,10,The shy [wugs],The shy [wug],-16.42714500427246,-19.05214500427246,-17.805618286132812,-13.368118286132812,-15.27944564819336,-18.87319564819336,
test,0,5,10,The spotted [wug],The spotted [wugs],-21.30901336669922,-19.82463836669922,-18.013504028320312,-18.232254028320312,-17.302749633789062,-17.833999633789062,
test,1,5,10,The spotted [wugs],The spotted [wug],-18.232254028320312,-18.013504028320312,-19.82463836669922,-21.30901336669922,-17.275529861450195,-19.244279861450195,
test,0,5,10,The tiny [wug],The tiny [wugs],-14.765145301818848,-17.54639434814453,-18.993610382080078,-17.556110382080078,-17.447866439819336,-19.135366439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-17.556110382080078,-18.993610382080078,-17.54639434814453,-14.765145301818848,-16.881399154663086,-18.881399154663086,
test,0,5,10,The round [wug],The round [wugs],-15.335718154907227,-14.960718154907227,-17.316213607788086,-15.378713607788086,-14.588351249694824,-14.775851249694824,
test,1,5,10,The round [wugs],The round [wug],-15.378713607788086,-17.316213607788086,-14.960718154907227,-15.335718154907227,-18.104219436645508,-21.260469436645508,
test,0,5,10,The sturdy [wug],The sturdy [wugs],-13.434978485107422,-17.997478485107422,-18.0439510345459,-17.2314510345459,-16.593687057495117,-20.749937057495117,
test,1,5,10,The sturdy [wugs],The sturdy [wug],-17.2314510345459,-18.0439510345459,-17.997478485107422,-13.434978485107422,-15.257497787475586,-18.257497787475586,
test,0,5,10,The graceful [wug],The graceful [wugs],-8.445653915405273,-12.383153915405273,-14.164840698242188,-10.164840698242188,-9.134320259094238,-11.821820259094238,
test,1,5,10,The graceful [wugs],The graceful [wug],-10.164840698242188,-14.164840698242188,-12.383153915405273,-8.445653915405273,-10.320653915405273,-15.008153915405273,
test,0,5,10,The wary [wug],The wary [wugs],-11.570854187011719,-15.758354187011719,-18.03080177307129,-15.093301773071289,-14.16521167755127,-17.790212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-15.093301773071289,-18.03080177307129,-15.758354187011719,-11.570854187011719,-12.947402000427246,-16.32240104675293,
test,0,5,10,The clever [wug],The clever [wugs],-15.007477760314941,-19.007476806640625,-20.17633819580078,-16.36383819580078,-15.706561088562012,-19.550312042236328,
test,1,5,10,The clever [wugs],The clever [wug],-16.36383819580078,-20.17633819580078,-19.007476806640625,-15.007477760314941,-15.8600435256958,-20.485044479370117,
test,0,5,10,The shy [wug],The shy [wugs],-13.805618286132812,-16.774368286132812,-16.48964500427246,-16.05214500427246,-14.933100700378418,-17.558101654052734,
test,1,5,10,The shy [wugs],The shy [wug],-16.05214500427246,-16.48964500427246,-16.774368286132812,-13.805618286132812,-16.09194564819336,-17.34194564819336,
test,0,5,10,The clever [wug],The clever [wugs],-12.569977760314941,-15.069977760314941,-16.67633819580078,-12.801338195800781,-13.706561088562012,-16.394062042236328,
test,1,5,10,The clever [wugs],The clever [wug],-12.801338195800781,-16.67633819580078,-15.069977760314941,-12.569977760314941,-12.0475435256958,-17.235044479370117,
test,0,5,10,The wary [wug],The wary [wugs],-12.570854187011719,-16.07085418701172,-19.62455177307129,-13.593301773071289,-13.35271167755127,-17.290212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-13.593301773071289,-19.62455177307129,-16.07085418701172,-12.570854187011719,-11.884902000427246,-18.75990104675293,
test,0,5,10,The shy [wug],The shy [wugs],-14.180618286132812,-16.336868286132812,-17.55214500427246,-16.61464500427246,-15.745600700378418,-17.964351654052734,
test,1,5,10,The shy [wugs],The shy [wug],-16.61464500427246,-17.55214500427246,-16.336868286132812,-14.180618286132812,-15.59194564819336,-18.56069564819336,
test,0,5,10,The tiny [wug],The tiny [wugs],-14.202645301818848,-17.39014434814453,-19.056110382080078,-16.118610382080078,-17.010366439819336,-19.135366439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-16.118610382080078,-19.056110382080078,-17.39014434814453,-14.202645301818848,-13.943900108337402,-17.818899154663086,
test,0,5,10,The round [wug],The round [wugs],-2.2107183933258057,-8.648218154907227,-10.128713607788086,-4.753714084625244,-6.150851249694824,-13.588351249694824,
test,1,5,10,The round [wugs],The round [wug],-4.753714084625244,-10.128713607788086,-8.648218154907227,-2.2107183933258057,-4.79171895980835,-10.791719436645508,
test,0,5,10,The strange [wug],The strange [wugs],-12.61767864227295,-16.180177688598633,-16.725955963134766,-14.663455963134766,-14.483990669250488,-17.608989715576172,
test,1,5,10,The strange [wugs],The strange [wug],-14.663455963134766,-16.725955963134766,-16.180177688598633,-12.61767864227295,-12.244243621826172,-16.431743621826172,
test,0,5,10,The tiny [wug],The tiny [wugs],-9.452645301818848,-13.890145301818848,-15.931111335754395,-11.868611335754395,-13.010367393493652,-16.760366439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-11.868611335754395,-15.931111335754395,-13.890145301818848,-9.452645301818848,-10.881400108337402,-16.131399154663086,
test,0,5,10,The fierce [wug],The fierce [wugs],-11.435091972351074,-14.372591972351074,-17.123199462890625,-16.185699462890625,-14.005484580993652,-16.44298553466797,
test,1,5,10,The fierce [wugs],The fierce [wug],-16.185699462890625,-17.123199462890625,-14.372591972351074,-11.435091972351074,-13.734088897705078,-15.546588897705078,
test,0,5,10,The lively [wug],The lively [wugs],-12.65806770324707,-14.65806770324707,-18.438575744628906,-15.87607479095459,-16.364604949951172,-17.927104949951172,
test,1,5,10,The lively [wugs],The lively [wug],-15.87607479095459,-18.438575744628906,-14.65806770324707,-12.65806770324707,-13.591910362243652,-18.09191131591797,
test,0,5,10,The round [wug],The round [wugs],-13.398218154907227,-13.898218154907227,-16.253713607788086,-15.128713607788086,-15.025851249694824,-15.588351249694824,
test,1,5,10,The round [wugs],The round [wug],-15.128713607788086,-16.253713607788086,-13.898218154907227,-13.398218154907227,-15.729219436645508,-17.416719436645508,
test,0,5,10,The round [wug],The round [wugs],-12.773218154907227,-15.210718154907227,-19.128713607788086,-17.691213607788086,-17.21335220336914,-18.27585220336914,
test,1,5,10,The round [wugs],The round [wug],-17.691213607788086,-19.128713607788086,-15.210718154907227,-12.773218154907227,-18.729219436645508,-19.541719436645508,
test,0,5,10,The wary [wug],The wary [wugs],-9.820854187011719,-15.508354187011719,-17.15580177307129,-13.280801773071289,-11.97771167755127,-17.602712631225586,
test,1,5,10,The wary [wugs],The wary [wug],-13.280801773071289,-17.15580177307129,-15.508354187011719,-9.820854187011719,-11.822402000427246,-16.13490104675293,
test,0,5,10,The shy [wug],The shy [wugs],-10.243118286132812,-12.930618286132812,-12.677145004272461,-12.114645004272461,-11.370600700378418,-13.620600700378418,
test,1,5,10,The shy [wugs],The shy [wug],-12.114645004272461,-12.677145004272461,-12.930618286132812,-10.243118286132812,-12.15444564819336,-14.09194564819336,
test,0,5,10,The restless [wug],The restless [wugs],-14.78205680847168,-16.59455680847168,-17.090923309326172,-14.528423309326172,-15.16161060333252,-17.036609649658203,
test,1,5,10,The restless [wugs],The restless [wug],-14.528423309326172,-17.090923309326172,-16.59455680847168,-14.78205680847168,-14.773898124694824,-17.586397171020508,
test,0,5,10,The tiny [wug],The tiny [wugs],-12.140145301818848,-17.32764434814453,-17.306110382080078,-13.368611335754395,-14.135367393493652,-18.447866439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-13.368611335754395,-17.306110382080078,-17.32764434814453,-12.140145301818848,-13.006400108337402,-18.193899154663086,
test,0,5,10,The gentle [wug],The gentle [wugs],-15.516753196716309,-14.954253196716309,-19.079545974731445,-17.829545974731445,-18.01534080505371,-18.14034080505371,
test,1,5,10,The gentle [wugs],The gentle [wug],-17.829545974731445,-19.079545974731445,-14.954253196716309,-15.516753196716309,-13.967867851257324,-15.967867851257324,
test,0,5,10,The shy [wug],The shy [wugs],-13.743118286132812,-15.743118286132812,-17.23964500427246,-14.489645004272461,-14.870600700378418,-16.183101654052734,
test,1,5,10,The shy [wugs],The shy [wug],-14.489645004272461,-17.23964500427246,-15.743118286132812,-13.743118286132812,-14.40444564819336,-17.59194564819336,
test,0,5,10,The wary [wug],The wary [wugs],-13.195854187011719,-16.44585418701172,-17.40580177307129,-13.905801773071289,-14.16521167755127,-16.790212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-13.905801773071289,-17.40580177307129,-16.44585418701172,-13.195854187011719,-12.384902000427246,-16.50990104675293,
test,0,5,10,The wary [wug],The wary [wugs],-11.258354187011719,-15.945854187011719,-17.46830177307129,-12.655801773071289,-13.35271167755127,-17.915212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-12.655801773071289,-17.46830177307129,-15.945854187011719,-11.258354187011719,-12.009902000427246,-16.63490104675293,
test,0,5,10,The tiny [wug],The tiny [wugs],-14.327645301818848,-16.01514434814453,-16.618610382080078,-15.556111335754395,-15.760367393493652,-16.447866439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-15.556111335754395,-16.618610382080078,-16.01514434814453,-14.327645301818848,-16.068899154663086,-17.256399154663086,
test,0,5,10,The clever [wug],The clever [wugs],-10.319977760314941,-15.257477760314941,-16.05133819580078,-13.551338195800781,-11.894061088562012,-16.269062042236328,
test,1,5,10,The clever [wugs],The clever [wug],-13.551338195800781,-16.05133819580078,-15.257477760314941,-10.319977760314941,-12.9225435256958,-16.610044479370117,
test,0,5,10,The tiny [wug],The tiny [wugs],-12.015145301818848,-15.577645301818848,-16.056110382080078,-14.431111335754395,-14.822867393493652,-17.822866439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-14.431111335754395,-16.056110382080078,-15.577645301818848,-12.015145301818848,-13.881400108337402,-16.818899154663086,
test,0,5,10,The clever [wug],The clever [wugs],-12.069977760314941,-15.569977760314941,-16.92633819580078,-14.801338195800781,-11.831561088562012,-15.331561088562012,
test,1,5,10,The clever [wugs],The clever [wug],-14.801338195800781,-16.92633819580078,-15.569977760314941,-12.069977760314941,-14.7975435256958,-18.360044479370117,
test,0,5,10,The sturdy [wug],The sturdy [wugs],-9.372478485107422,-12.997478485107422,-15.418950080871582,-13.356450080871582,-12.093687057495117,-14.406187057495117,
test,1,5,10,The sturdy [wugs],The sturdy [wug],-13.356450080871582,-15.418950080871582,-12.997478485107422,-9.372478485107422,-12.882497787475586,-16.694997787475586,
test,0,5,10,The graceful [wug],The graceful [wugs],-15.258153915405273,-19.195653915405273,-20.071090698242188,-15.227340698242188,-15.196820259094238,-18.853069305419922,
test,1,5,10,The graceful [wugs],The graceful [wug],-15.227340698242188,-20.071090698242188,-19.195653915405273,-15.258153915405273,-15.820653915405273,-20.164403915405273,
test,0,5,10,The fierce [wug],The fierce [wugs],-13.747591972351074,-15.747591972351074,-16.748199462890625,-15.248200416564941,-15.192984580993652,-17.25548553466797,
test,1,5,10,The fierce [wugs],The fierce [wug],-15.248200416564941,-16.748199462890625,-15.747591972351074,-13.747591972351074,-13.734088897705078,-16.671588897705078,
test,0,5,10,The wary [wug],The wary [wugs],-12.258354187011719,-15.258354187011719,-18.53080177307129,-13.468301773071289,-14.04021167755127,-17.852712631225586,
test,1,5,10,The wary [wugs],The wary [wug],-13.468301773071289,-18.53080177307129,-15.258354187011719,-12.258354187011719,-11.322402000427246,-17.13490104675293,
test,0,5,10,The wary [wug],The wary [wugs],-14.570854187011719,-14.820854187011719,-16.21830177307129,-13.843301773071289,-15.54021167755127,-16.415212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-13.843301773071289,-16.21830177307129,-14.820854187011719,-14.570854187011719,-13.197402000427246,-15.697402000427246,
test,0,5,10,The restless [wug],The restless [wugs],-9.84455680847168,-13.84455680847168,-15.840923309326172,-12.090923309326172,-12.78661060333252,-16.036609649658203,
test,1,5,10,The restless [wugs],The restless [wug],-12.090923309326172,-15.840923309326172,-13.84455680847168,-9.84455680847168,-10.336398124694824,-14.711398124694824,
test,0,5,10,The fierce [wug],The fierce [wugs],-12.872591972351074,-13.872591972351074,-16.560699462890625,-11.685700416564941,-13.130484580993652,-13.880484580993652,
test,1,5,10,The fierce [wugs],The fierce [wug],-11.685700416564941,-16.560699462890625,-13.872591972351074,-12.872591972351074,-10.921588897705078,-16.234088897705078,
test,0,5,10,The gentle [wug],The gentle [wugs],-12.954253196716309,-13.266753196716309,-18.392045974731445,-13.392045974731445,-15.577840805053711,-15.952840805053711,
test,1,5,10,The gentle [wugs],The gentle [wug],-13.392045974731445,-18.392045974731445,-13.266753196716309,-12.954253196716309,-10.905367851257324,-16.15536880493164,
test,0,5,10,The sturdy [wug],The sturdy [wugs],-13.247478485107422,-16.247478485107422,-19.3564510345459,-15.731450080871582,-15.406187057495117,-18.531187057495117,
test,1,5,10,The sturdy [wugs],The sturdy [wug],-15.731450080871582,-19.3564510345459,-16.247478485107422,-13.247478485107422,-14.069997787475586,-19.819997787475586,
test,0,5,10,The strange [wug],The strange [wugs],-14.43017864227295,-15.55517864227295,-18.288455963134766,-16.850955963134766,-16.483989715576172,-16.233989715576172,
test,1,5,10,The strange [wugs],The strange [wug],-16.850955963134766,-18.288455963134766,-15.55517864227295,-14.43017864227295,-14.119243621826172,-16.244243621826172,
test,0,5,10,The tiny [wug],The tiny [wugs],-13.015145301818848,-16.51514434814453,-19.056110382080078,-13.431111335754395,-14.885367393493652,-17.697866439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-13.431111335754395,-19.056110382080078,-16.51514434814453,-13.015145301818848,-12.943900108337402,-19.537649154663086,
test,0,5,10,The spotted [wug],The spotted [wugs],-15.137138366699219,-14.262138366699219,-15.388504028320312,-15.263504028320312,-13.833998680114746,-15.396498680114746,
test,1,5,10,The spotted [wugs],The spotted [wug],-15.263504028320312,-15.388504028320312,-14.262138366699219,-15.137138366699219,-15.650529861450195,-17.713029861450195,
test,0,5,10,The lively [wug],The lively [wugs],-12.09556770324707,-14.34556770324707,-15.12607479095459,-12.56357479095459,-15.052105903625488,-16.489604949951172,
test,1,5,10,The lively [wugs],The lively [wug],-12.56357479095459,-15.12607479095459,-14.34556770324707,-12.09556770324707,-10.466910362243652,-15.779410362243652,
test,0,5,10,The gentle [wug],The gentle [wugs],-12.704253196716309,-13.891753196716309,-16.829545974731445,-15.892045974731445,-14.702840805053711,-15.890340805053711,
test,1,5,10,The gentle [wugs],The gentle [wug],-15.892045974731445,-16.829545974731445,-13.891753196716309,-12.704253196716309,-13.717867851257324,-15.155367851257324,
test,0,5,10,The graceful [wug],The graceful [wugs],-10.383153915405273,-12.820653915405273,-11.914840698242188,-8.539840698242188,-9.759320259094238,-13.634320259094238,
test,1,5,10,The graceful [wugs],The graceful [wug],-8.539840698242188,-11.914840698242188,-12.820653915405273,-10.383153915405273,-10.133153915405273,-15.758153915405273,
test,0,5,10,The clever [wug],The clever [wugs],-11.382477760314941,-14.569977760314941,-16.11383819580078,-12.551338195800781,-12.456561088562012,-15.331561088562012,
test,1,5,10,The clever [wugs],The clever [wug],-12.551338195800781,-16.11383819580078,-14.569977760314941,-11.382477760314941,-11.7975435256958,-16.610044479370117,
test,0,5,10,The fierce [wug],The fierce [wugs],-13.935091972351074,-14.060091972351074,-18.123199462890625,-15.310700416564941,-15.380484580993652,-16.44298553466797,
test,1,5,10,The fierce [wugs],The fierce [wug],-15.310700416564941,-18.123199462890625,-14.060091972351074,-13.935091972351074,-13.734088897705078,-18.202838897705078,
test,0,5,10,The wary [wug],The wary [wugs],-14.133354187011719,-16.50835418701172,-19.68705177307129,-14.655801773071289,-15.35271167755127,-18.415212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-14.655801773071289,-19.68705177307129,-16.50835418701172,-14.133354187011719,-13.259902000427246,-19.38490104675293,
test,0,5,10,The tiny [wug],The tiny [wugs],-11.702645301818848,-13.952645301818848,-16.431110382080078,-13.243611335754395,-14.010367393493652,-15.760367393493652,
test,1,5,10,The tiny [wugs],The tiny [wug],-13.243611335754395,-16.431110382080078,-13.952645301818848,-11.702645301818848,-11.693900108337402,-16.443899154663086,
test,0,5,10,The bold [wug],The bold [wugs],-13.357430458068848,-17.35742950439453,-17.092361450195312,-15.967361450195312,-14.079697608947754,-18.26719856262207,
test,1,5,10,The bold [wugs],The bold [wug],-15.967361450195312,-17.092361450195312,-17.35742950439453,-13.357430458068848,-14.777265548706055,-16.902265548706055,
test,0,5,10,The graceful [wug],The graceful [wugs],-6.695653438568115,-12.883153915405273,-10.227340698242188,-5.664840221405029,-7.00931978225708,-13.634320259094238,
test,1,5,10,The graceful [wugs],The graceful [wug],-5.664840221405029,-10.227340698242188,-12.883153915405273,-6.695653438568115,-6.633153915405273,-11.758153915405273,
test,0,5,10,The tiny [wug],The tiny [wugs],-16.45264434814453,-18.10889434814453,-17.743610382080078,-16.806110382080078,-19.760366439819336,-20.135366439819336,
test,1,5,10,The tiny [wugs],The tiny [wug],-16.806110382080078,-17.743610382080078,-18.10889434814453,-16.45264434814453,-16.693899154663086,-18.193899154663086,
test,0,5,10,The wary [wug],The wary [wugs],-13.070854187011719,-16.78960418701172,-20.03080177307129,-14.655801773071289,-13.54021167755127,-17.477712631225586,
test,1,5,10,The wary [wugs],The wary [wug],-14.655801773071289,-20.03080177307129,-16.78960418701172,-13.070854187011719,-13.822402000427246,-19.97865104675293,
test,0,5,10,The spotted [wug],The spotted [wugs],-15.887138366699219,-20.43401336669922,-18.076004028320312,-16.326004028320312,-15.271498680114746,-17.208999633789062,
test,1,5,10,The spotted [wugs],The spotted [wug],-16.326004028320312,-18.076004028320312,-20.43401336669922,-15.887138366699219,-15.338029861450195,-18.931779861450195,
test,0,5,10,The curious [wug],The curious [wugs],-11.306962013244629,-16.306962966918945,-15.06631851196289,-14.31631851196289,-12.2932710647583,-17.480772018432617,
test,1,5,10,The curious [wugs],The curious [wug],-14.31631851196289,-15.06631851196289,-16.306962966918945,-11.306962013244629,-13.265742301940918,-15.578242301940918,
test,0,5,10,The strange [wug],The strange [wugs],-14.99267864227295,-15.80517864227295,-17.913455963134766,-15.100955963134766,-16.796489715576172,-16.796489715576172,
test,1,5,10,The strange [wugs],The strange [wug],-15.100955963134766,-17.913455963134766,-15.80517864227295,-14.99267864227295,-13.494243621826172,-17.556743621826172,
test,0,5,10,The restless [wug],The restless [wugs],-11.40705680847168,-16.09455680847168,-15.278423309326172,-12.278423309326172,-12.22411060333252,-16.349109649658203,
test,1,5,10,The restless [wugs],The restless [wug],-12.278423309326172,-15.278423309326172,-16.09455680847168,-11.40705680847168,-10.836398124694824,-14.273898124694824,
test,0,5,10,The gentle [wug],The gentle [wugs],-12.891753196716309,-13.516753196716309,-17.767045974731445,-14.829545974731445,-14.640340805053711,-14.890340805053711,
test,1,5,10,The gentle [wugs],The gentle [wug],-14.829545974731445,-17.767045974731445,-13.516753196716309,-12.891753196716309,-13.155367851257324,-16.84286880493164,
test,0,5,10,The lively [wug],The lively [wugs],-12.90806770324707,-17.22056770324707,-18.751075744628906,-18.313575744628906,-17.927104949951172,-21.989604949951172,
test,1,5,10,The lively [wugs],The lively [wug],-18.313575744628906,-18.751075744628906,-17.22056770324707,-12.90806770324707,-14.404410362243652,-17.34191131591797,
test,0,5,10,The strange [wug],The strange [wugs],-13.24267864227295,-14.11767864227295,-17.100955963134766,-14.975955963134766,-15.733990669250488,-16.483989715576172,
test,1,5,10,The strange [wugs],The strange [wug],-14.975955963134766,-17.100955963134766,-14.11767864227295,-13.24267864227295,-13.431743621826172,-17.181743621826172,
test,0,5,10,The sturdy [wug],The sturdy [wugs],-4.05997896194458,-11.372478485107422,-10.668950080871582,-7.418950080871582,-7.281187057495117,-14.156187057495117,
test,1,5,10,The sturdy [wugs],The sturdy [wug],-7.418950080871582,-10.668950080871582,-11.372478485107422,-4.05997896194458,-4.319997787475586,-9.569997787475586,
test,0,5,10,The wary [wug],The wary [wugs],-15.008354187011719,-17.53960418701172,-16.71830177307129,-15.405801773071289,-16.165212631225586,-18.415212631225586,
test,1,5,10,The wary [wugs],The wary [wug],-15.405801773071289,-16.71830177307129,-17.53960418701172,-15.008354187011719,-15.322402000427246,-16.88490104675293,
test,0,5,10,The shy [wug],The shy [wugs],-9.930618286132812,-12.805618286132812,-14.677145004272461,-11.864645004272461,-11.370600700378418,-13.933100700378418,
test,1,5,10,The shy [wugs],The shy [wug],-11.864645004272461,-14.677145004272461,-12.805618286132812,-9.930618286132812,-10.40444564819336,-14.65444564819336,
test,0,5,10,The tiny [wug],The tiny [wugs],-9.077645301818848,-13.515145301818848,-15.931111335754395,-11.806111335754395,-12.197867393493652,-15.197867393493652,
test,1,5,10,The tiny [wugs],The tiny [wug],-11.806111335754395,-15.931111335754395,-13.515145301818848,-9.077645301818848,-11.631400108337402,-16.568899154663086,
test,0,5,10,The wary [wug],The wary [wugs],-9.945854187011719,-13.258354187011719,-17.28080177307129,-11.655801773071289,-10.91521167755127,-14.79021167755127,
test,1,5,10,The wary [wugs],The wary [wug],-11.655801773071289,-17.28080177307129,-13.258354187011719,-9.945854187011719,-9.884902000427246,-16.50990104675293,
test,0,5,10,The sturdy [wug],The sturdy [wugs],-14.997478485107422,-15.497478485107422,-16.9189510345459,-16.2314510345459,-15.781187057495117,-15.968687057495117,
test,1,5,10,The sturdy [wugs],The sturdy [wug],-16.2314510345459,-16.9189510345459,-15.497478485107422,-14.997478485107422,-15.382497787475586,-16.632497787475586,
test,0,5,10,The strange [wug],The strange [wugs],-12.36767864227295,-14.05517864227295,-17.288455963134766,-14.288455963134766,-14.483990669250488,-16.046489715576172,
