split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,7,1,The timid pup around the benches,The timid pups around the bench,-13.91611385345459,-16.666114807128906,-15.02968692779541,-11.34218692779541,-15.48340129852295,-12.48340129852295,
train,0,7,1,The quiet monitor outside the towers,The quiet monitors outside the tower,-4.845964431762695,-9.845964431762695,-8.6856689453125,-3.810669183731079,-8.59337043762207,-4.46837043762207,
train,0,7,1,The calm cow around the walls,The calm cows around the wall,-6.57955265045166,-9.07955265045166,-6.648383617401123,-3.523383617401123,-7.5856828689575195,-5.4606828689575195,
train,0,7,1,The fuzzy lion behind the valves,The fuzzy lions behind the valve,-5.662977695465088,-10.350478172302246,-7.114057540893555,-3.9890575408935547,-7.487661838531494,-5.612661838531494,
train,0,7,1,The small frog behind the crates,The small frogs behind the crate,-3.2251362800598145,-9.100136756896973,-7.0797858238220215,-2.0797858238220215,-7.025482177734375,-2.775481939315796,
train,0,7,1,The calm whale outside the benches,The calm whales outside the bench,-4.327060699462891,-8.07706069946289,-6.540802001953125,-3.790802240371704,-6.514979839324951,-5.014979839324951,
train,0,7,1,The slender monitor around the carts,The slender monitors around the cart,-3.4963228702545166,-6.6213226318359375,-8.327580451965332,-1.6400808095932007,-6.375028610229492,-2.6875288486480713,
train,0,7,1,The nervous rat outside the clocks,The nervous rats outside the clock,-7.793637752532959,-9.5436372756958,-8.63539981842041,-5.26039981842041,-7.9600138664245605,-5.8350138664245605,
train,0,7,1,The quiet shark past the plants,The quiet sharks past the plant,-17.31888198852539,-18.63138198852539,-17.102680206298828,-16.102680206298828,-15.970111846923828,-15.157611846923828,
train,0,7,1,The bright kitten past the signs,The bright kittens past the sign,-9.508795738220215,-11.196295738220215,-9.171728134155273,-7.796728610992432,-8.92271900177002,-7.672718524932861,
train,0,7,1,The quiet dog around the dams,The quiet dogs around the dam,-5.481917381286621,-7.606917381286621,-7.495267868041992,-3.245267868041992,-8.326778411865234,-4.826778411865234,
train,0,7,1,The small frog outside the windows,The small frogs outside the window,-10.889921188354492,-12.952421188354492,-14.991863250732422,-11.429363250732422,-15.075093269348145,-11.887593269348145,
train,0,7,1,The small whale outside the stools,The small whales outside the stool,-15.152406692504883,-17.464906692504883,-16.90037727355957,-14.33787727355957,-16.766559600830078,-14.954058647155762,
train,0,7,1,The nervous frog beneath the chains,The nervous frogs beneath the chain,-14.776473999023438,-16.276473999023438,-11.26512622833252,-10.89012622833252,-12.503429412841797,-12.190929412841797,
train,0,7,1,The calm monitor beneath the barrels,The calm monitors beneath the barrel,-4.212932586669922,-9.650432586669922,-6.7898077964782715,-4.5398077964782715,-6.1757097244262695,-5.4257097244262695,
train,0,7,1,The fuzzy chick outside the drums,The fuzzy chicks outside the drum,-7.016107082366943,-9.766106605529785,-4.9405364990234375,-3.1905364990234375,-5.190077304840088,-4.940077304840088,
train,0,7,1,The small kit around the walls,The small kits around the wall,-3.6392436027526855,-6.3892436027526855,-6.190396308898926,-3.565396308898926,-7.316990852355957,-5.316990852355957,
train,0,7,1,The calm kitten beneath the boxes,The calm kittens beneath the box,-7.163990497589111,-12.226490020751953,-11.850128173828125,-9.100128173828125,-10.78213882446289,-9.09463882446289,
train,0,7,1,The timid rat outside the tables,The timid rats outside the table,-12.565829277038574,-14.690829277038574,-15.877236366271973,-11.064736366271973,-15.690495491027832,-11.877995491027832,
train,0,7,1,The fuzzy panda outside the cabins,The fuzzy pandas outside the cabin,-11.448819160461426,-13.698819160461426,-14.370147705078125,-11.057647705078125,-14.345599174499512,-12.220599174499512,
train,0,7,1,The calm lion around the tanks,The calm lions around the tank,-5.238728046417236,-9.113728523254395,-7.29893684387207,-2.6739368438720703,-7.344202518463135,-3.594202756881714,
train,0,7,1,The timid chick beneath the chains,The timid chicks beneath the chain,-5.827953815460205,-9.140454292297363,-6.937608242034912,-4.625108242034912,-7.367186546325684,-5.742186546325684,
train,0,7,1,The timid rabbit outside the tables,The timid rabbits outside the table,-14.107400894165039,-16.91990089416504,-17.222747802734375,-16.785247802734375,-17.67430877685547,-17.29930877685547,
train,0,7,1,The calm doe beneath the boxes,The calm does beneath the box,-14.382452011108398,-16.9449520111084,-16.255332946777344,-15.442832946777344,-15.797266006469727,-15.359766006469727,
train,0,7,1,The nervous cow behind the rocks,The nervous cows behind the rock,-14.131240844726562,-16.756240844726562,-16.25164031982422,-13.064140319824219,-14.57321548461914,-12.57321548461914,
train,0,7,1,The sleepy cock behind the cabins,The sleepy cocks behind the cabin,-6.803654193878174,-9.303654670715332,-8.20170783996582,-5.9517083168029785,-8.320727348327637,-7.195727825164795,
train,0,7,1,The sleepy chick around the stools,The sleepy chicks around the stool,-14.337714195251465,-16.02521324157715,-14.48569393157959,-12.29819393157959,-14.267651557922363,-12.767651557922363,
train,0,7,1,The quiet rat beneath the columns,The quiet rats beneath the column,-6.1896281242370605,-11.564628601074219,-9.1522855758667,-5.027285575866699,-8.714411735534668,-5.401911735534668,
train,0,7,1,The slender turtle past the vines,The slender turtles past the vine,-8.759291648864746,-12.009291648864746,-7.554037570953369,-5.991537570953369,-6.412773132324219,-5.537773132324219,
train,0,7,1,The timid cow around the benches,The timid cows around the bench,-4.873559474945068,-7.373559474945068,-8.180537223815918,-2.243037223815918,-8.302736282348633,-2.990236282348633,
train,0,7,1,The nervous rabbit around the dams,The nervous rabbits around the dam,-6.0796966552734375,-6.7046966552734375,-6.788862228393555,-2.9138622283935547,-7.670120716094971,-4.295120716094971,
train,0,7,1,The timid rat around the benches,The timid rats around the bench,-13.541584968566895,-14.416584968566895,-14.008995056152344,-9.883995056152344,-14.657082557678223,-10.907082557678223,
train,0,7,1,The small dolphin past the logs,The small dolphins past the log,-6.272044658660889,-9.522045135498047,-7.55673360824585,-6.30673360824585,-5.728203773498535,-5.728203773498535,
train,0,7,1,The calm lion outside the cabins,The calm lions outside the cabin,-4.391674518585205,-8.766674041748047,-7.387567520141602,-3.1375675201416016,-7.612775802612305,-3.9877755641937256,
train,0,7,1,The fuzzy horse beneath the boilers,The fuzzy horses beneath the boiler,-4.314448833465576,-9.501949310302734,-6.35012149810791,-2.47512149810791,-5.653278350830078,-3.278278350830078,
train,0,7,1,The bright pup outside the cabins,The bright pups outside the cabin,-4.194025039672852,-6.444025039672852,-7.72205924987793,-3.2220592498779297,-7.811692714691162,-4.186692714691162,
train,0,7,1,The timid dog outside the clocks,The timid dogs outside the clock,-5.465761184692383,-7.590761184692383,-9.821107864379883,-7.446107864379883,-8.027912139892578,-6.027912139892578,
train,0,7,1,The timid lion beneath the walls,The timid lions beneath the wall,-5.49503755569458,-11.057538032531738,-8.639784812927246,-4.389784336090088,-9.418468475341797,-6.418468952178955,
train,0,7,1,The fuzzy cow behind the houses,The fuzzy cows behind the house,-5.795410633087158,-9.17041015625,-7.72072696685791,-3.84572696685791,-8.057770729064941,-5.307770729064941,
train,0,7,1,The calm chick outside the drums,The calm chicks outside the drum,-16.178529739379883,-17.209779739379883,-14.809880256652832,-13.434880256652832,-15.138627052307129,-14.013627052307129,
train,0,7,1,The slender panda beneath the boxes,The slender pandas beneath the box,-5.109356880187988,-9.734356880187988,-8.875038146972656,-6.0000386238098145,-7.866909027099609,-6.366909027099609,
train,0,7,1,The nervous shark around the thresholds,The nervous sharks around the threshold,-16.65340805053711,-18.15340805053711,-18.56668472290039,-16.00418472290039,-17.610515594482422,-15.423015594482422,
train,0,7,1,The slender dog beneath the boilers,The slender dogs beneath the boiler,-2.9101340770721436,-6.910134315490723,-5.821105480194092,-2.321105480194092,-5.547615051269531,-2.9226152896881104,
train,0,7,1,The timid dolphin outside the pipes,The timid dolphins outside the pipe,-4.9693803787231445,-7.7193803787231445,-6.605970859527588,-3.855970859527588,-6.146065711975098,-5.021065711975098,
train,0,7,1,The small pup past the cables,The small pups past the cable,-7.6337409019470215,-10.633740425109863,-6.5669403076171875,-5.0669403076171875,-7.132618427276611,-6.007618427276611,
train,0,7,1,The slender dog outside the windows,The slender dogs outside the window,-4.4976043701171875,-8.122604370117188,-8.457573890686035,-3.520073890686035,-9.028310775756836,-4.340811252593994,
train,0,7,1,The calm frog around the stools,The calm frogs around the stool,-6.338923454284668,-9.088923454284668,-6.797702789306641,-4.672702789306641,-7.076390743255615,-5.951390743255615,
train,0,7,1,The small cow behind the pans,The small cows behind the pan,-3.6161444187164307,-4.61614465713501,-2.9840426445007324,-2.2340426445007324,-3.2185349464416504,-2.9685349464416504,
train,0,7,1,The fuzzy dog around the tanks,The fuzzy dogs around the tank,-17.261953353881836,-17.886953353881836,-17.762523651123047,-15.512523651123047,-17.327356338500977,-16.139856338500977,
train,0,7,1,The small lion behind the bolts,The small lions behind the bolt,-5.669768810272217,-10.294769287109375,-6.285360336303711,-2.660360336303711,-6.273761749267578,-3.2737619876861572,
train,0,7,1,The small dog outside the cabins,The small dogs outside the cabin,-4.1071391105651855,-8.107139587402344,-7.567795753479004,-2.067795991897583,-7.8738627433776855,-2.9988625049591064,
train,0,7,1,The bright bat behind the valves,The bright bats behind the valve,-13.960684776306152,-15.648184776306152,-13.365790367126465,-10.803290367126465,-13.996774673461914,-11.934274673461914,
train,0,7,1,The calm dolphin beneath the boxes,The calm dolphins beneath the box,-15.014216423034668,-15.764216423034668,-14.6129150390625,-13.8004150390625,-14.506665229797363,-13.256665229797363,
train,0,7,1,The nervous shark beneath the chairs,The nervous sharks beneath the chair,-6.532851219177246,-10.532851219177246,-7.987026214599609,-5.612026214599609,-8.179891586303711,-6.804891586303711,
train,0,7,1,The nervous frog outside the tables,The nervous frogs outside the table,-6.317532062530518,-9.192532539367676,-7.629255771636963,-4.504255771636963,-8.276998519897461,-5.776998043060303,
train,0,7,1,The calm rabbit beneath the boxes,The calm rabbits beneath the box,-16.477048873901367,-17.852048873901367,-19.406084060668945,-16.968584060668945,-19.28110122680664,-17.59360122680664,
train,0,7,1,The calm monitor behind the bolts,The calm monitors behind the bolt,-6.421239852905273,-11.483739852905273,-6.075352191925049,-4.200352191925049,-5.594488143920898,-5.094488143920898,
train,0,7,1,The small rabbit past the cables,The small rabbits past the cable,-7.390594959259033,-10.015595436096191,-7.231863021850586,-5.731863021850586,-6.124849319458008,-4.624849319458008,
train,0,7,1,The calm dolphin beneath the trenches,The calm dolphins beneath the trench,-5.801579475402832,-10.364079475402832,-6.5804338455200195,-4.3304338455200195,-6.825598239898682,-5.700598239898682,
train,0,7,1,The fuzzy frog behind the crates,The fuzzy frogs behind the crate,-14.588850021362305,-18.120100021362305,-16.327232360839844,-14.389731407165527,-16.797395706176758,-15.359896659851074,
train,0,7,1,The small monitor outside the benches,The small monitors outside the bench,-2.1297225952148438,-7.004722595214844,-8.366874694824219,-2.741874933242798,-7.738715648651123,-2.863715410232544,
train,0,7,1,The nervous panda behind the windows,The nervous pandas behind the window,-6.9039411544799805,-10.15394115447998,-8.933175086975098,-7.308175086975098,-7.841419696807861,-7.716419696807861,
train,0,7,1,The small dolphin beneath the barrels,The small dolphins beneath the barrel,-3.388394355773926,-8.638394355773926,-6.78378963470459,-3.408789873123169,-6.672706604003906,-5.172706604003906,
train,0,7,1,The nervous bat behind the windows,The nervous bats behind the window,-5.707767486572266,-8.520267486572266,-7.8690571784973145,-5.6190571784973145,-8.660735130310059,-7.910735607147217,
train,0,7,1,The sleepy whale around the columns,The sleepy whales around the column,-15.649018287658691,-16.024019241333008,-15.451064109802246,-12.888564109802246,-16.199216842651367,-13.699216842651367,
train,0,7,1,The sleepy shark behind the plants,The sleepy sharks behind the plant,-7.634361267089844,-12.321861267089844,-7.351447582244873,-5.976447582244873,-7.339929580688477,-6.839929580688477,
train,0,7,1,The timid kitten outside the tables,The timid kittens outside the table,-12.557954788208008,-13.307954788208008,-16.145050048828125,-10.957550048828125,-16.295358657836914,-11.420358657836914,
train,0,7,1,The small kit past the vines,The small kits past the vine,-16.787607192993164,-18.506357192993164,-16.952930450439453,-15.82793140411377,-15.889328002929688,-14.295578002929688,
train,0,7,1,The small bat outside the stools,The small bats outside the stool,-13.86109733581543,-15.42359733581543,-15.459837913513184,-12.959837913513184,-15.646167755126953,-13.833667755126953,
train,0,7,1,The timid kit beneath the columns,The timid kits beneath the column,-14.017830848693848,-14.955330848693848,-14.08420181274414,-12.27170181274414,-13.575506210327148,-12.388006210327148,
train,0,7,1,The fuzzy dog past the boxes,The fuzzy dogs past the box,-15.196151733398438,-16.508651733398438,-15.872455596923828,-14.622455596923828,-14.74549388885498,-14.43299388885498,
train,0,7,1,The timid lion past the barrels,The timid lions past the barrel,-8.261796951293945,-12.074296951293945,-9.4950590133667,-6.245059013366699,-8.34924602508545,-6.099246501922607,
train,0,7,1,The nervous dolphin behind the windows,The nervous dolphins behind the window,-6.31225061416626,-9.249751091003418,-9.656037330627441,-8.031037330627441,-10.014765739440918,-9.764765739440918,
train,0,7,1,The timid panda past the barrels,The timid pandas past the barrel,-7.275420665740967,-10.025420188903809,-9.208480834960938,-7.8334808349609375,-8.232606887817383,-8.482606887817383,
train,0,7,1,The small shark outside the stools,The small sharks outside the stool,-10.31159782409668,-12.18659782409668,-12.448442459106445,-9.385942459106445,-12.633758544921875,-10.946258544921875,
train,0,7,1,The bright kitten behind the valves,The bright kittens behind the valve,-12.997052192687988,-14.747052192687988,-14.809101104736328,-12.309101104736328,-15.270716667175293,-12.958216667175293,
train,0,7,1,The small rabbit around the stools,The small rabbits around the stool,-6.783628940582275,-8.658629417419434,-7.764840126037598,-4.014840126037598,-6.644235610961914,-4.519235610961914,
train,0,7,1,The small turtle around the tanks,The small turtles around the tank,-6.310988426208496,-8.560988426208496,-7.6813483238220215,-1.181348204612732,-8.660106658935547,-3.035106897354126,
train,0,7,1,The timid lion outside the pipes,The timid lions outside the pipe,-4.9765472412109375,-8.351547241210938,-7.026375770568848,-3.5263757705688477,-5.825617790222168,-4.950617790222168,
train,0,7,1,The sleepy frog beneath the statues,The sleepy frogs beneath the statue,-4.521693706512451,-7.646693706512451,-7.821563720703125,-3.446563720703125,-8.205477714538574,-5.330477714538574,
train,0,7,1,The nervous rabbit behind the windows,The nervous rabbits behind the window,-15.007704734802246,-17.445205688476562,-16.390735626220703,-14.45323657989502,-17.209360122680664,-16.021860122680664,
train,0,7,1,The bright monitor beneath the trenches,The bright monitors beneath the trench,-4.97578239440918,-10.78828239440918,-7.64197301864624,-3.079472780227661,-7.225485801696777,-3.9754858016967773,
train,0,7,1,The fuzzy chick behind the crates,The fuzzy chicks behind the crate,-15.785046577453613,-16.72254753112793,-15.127623558044434,-13.002623558044434,-15.24851131439209,-13.49851131439209,
train,0,7,1,The fuzzy kit around the carts,The fuzzy kits around the cart,-3.6539816856384277,-5.403981685638428,-4.3541460037231445,-3.6041462421417236,-4.256896018981934,-5.381896018981934,
train,0,7,1,The slender pup outside the piles,The slender pups outside the pile,-13.76551342010498,-15.70301342010498,-15.196186065673828,-13.758686065673828,-15.426837921142578,-13.801837921142578,
train,0,7,1,The timid dolphin around the dams,The timid dolphins around the dam,-4.262977123260498,-5.387977123260498,-7.166268348693848,-1.916268229484558,-7.59374475479126,-3.2187445163726807,
train,0,7,1,The timid chick past the screws,The timid chicks past the screw,-14.56852912902832,-16.63102912902832,-15.451308250427246,-13.607558250427246,-14.559152603149414,-13.184152603149414,
train,0,7,1,The sleepy dolphin beneath the boilers,The sleepy dolphins beneath the boiler,-4.245041847229004,-8.682541847229004,-7.120913028717041,-3.870913028717041,-6.493680953979492,-4.493680953979492,
train,0,7,1,The bright shark beneath the trenches,The bright sharks beneath the trench,-5.59576416015625,-9.78326416015625,-7.675334930419922,-3.925334930419922,-7.345842361450195,-5.095842361450195,
train,0,7,1,The quiet chick behind the signs,The quiet chicks behind the sign,-7.04140567779541,-10.54140567779541,-8.251276016235352,-6.376276016235352,-7.945399761199951,-6.570399761199951,
train,0,7,1,The calm turtle beneath the boxes,The calm turtles beneath the box,-14.4697847366333,-15.9072847366333,-17.054168701171875,-16.491668701171875,-17.783700942993164,-16.533700942993164,
train,0,7,1,The quiet frog outside the pipes,The quiet frogs outside the pipe,-4.624456405639648,-8.749456405639648,-5.99183464050293,-4.61683464050293,-4.935122966766357,-4.810122966766357,
train,0,7,1,The fuzzy turtle outside the cabins,The fuzzy turtles outside the cabin,-12.692292213439941,-14.192292213439941,-15.099235534667969,-10.099235534667969,-16.104671478271484,-11.979671478271484,
train,0,7,1,The timid whale around the thresholds,The timid whales around the threshold,-7.802822589874268,-11.30282211303711,-9.778923988342285,-5.528923511505127,-9.540512084960938,-5.7905120849609375,
train,0,7,1,The sleepy whale behind the valves,The sleepy whales behind the valve,-7.270298004150391,-11.52029800415039,-7.85432243347168,-6.10432243347168,-7.713709354400635,-6.963709354400635,
train,0,7,1,The sleepy turtle beneath the statues,The sleepy turtles beneath the statue,-4.960356712341309,-8.335356712341309,-8.428037643432617,-3.365537643432617,-9.137177467346191,-5.637177467346191,
train,0,7,1,The quiet dolphin past the screws,The quiet dolphins past the screw,-9.140410423278809,-11.327910423278809,-6.737477779388428,-6.237477779388428,-6.400837421417236,-6.650837421417236,
train,0,7,1,The small panda beneath the boilers,The small pandas beneath the boiler,-11.817840576171875,-15.380340576171875,-16.831274032592773,-14.67502498626709,-17.210464477539062,-15.491714477539062,
train,0,7,1,The sleepy panda outside the stools,The sleepy pandas outside the stool,-4.678127288818359,-7.803127288818359,-8.502615928649902,-4.627615928649902,-8.136940956115723,-6.136940956115723,
train,0,7,1,The calm cock beneath the boxes,The calm cocks beneath the box,-12.323281288146973,-14.385781288146973,-13.616669654846191,-13.116669654846191,-13.298110008239746,-13.298110008239746,
train,0,7,1,The nervous shark outside the pipes,The nervous sharks outside the pipe,-7.506937026977539,-11.006937026977539,-8.034634590148926,-5.784634113311768,-7.776433944702148,-7.276433944702148,
train,0,7,1,The timid cow beneath the columns,The timid cows beneath the column,-13.83751392364502,-16.806262969970703,-17.95292091369629,-12.640420913696289,-18.29412269592285,-14.419122695922852,
train,0,7,1,The fuzzy frog behind the plants,The fuzzy frogs behind the plant,-6.017519950866699,-12.5800199508667,-7.496248722076416,-3.621248722076416,-7.138991355895996,-4.638991355895996,
train,0,7,1,The calm chick outside the benches,The calm chicks outside the bench,-3.766212224960327,-6.641212463378906,-6.850401401519775,-2.8504014015197754,-6.94368839263916,-3.8186886310577393,
train,0,7,1,The timid pup behind the rushes,The timid pups behind the rush,-12.309520721435547,-15.997020721435547,-12.99436092376709,-12.18186092376709,-13.044849395751953,-12.294849395751953,
train,0,7,1,The nervous rabbit beneath the chains,The nervous rabbits beneath the chain,-16.64442253112793,-18.89442253112793,-15.136099815368652,-14.073599815368652,-15.649384498596191,-14.711884498596191,
train,0,7,1,The quiet cow beneath the chairs,The quiet cows beneath the chair,-16.9764461517334,-18.0076961517334,-18.26681137084961,-16.76681137084961,-19.119110107421875,-18.087860107421875,
train,0,7,1,The nervous bat beneath the chains,The nervous bats beneath the chain,-6.059781551361084,-8.059782028198242,-6.090656280517578,-5.465656280517578,-6.509062767028809,-6.884062767028809,
train,0,7,1,The slender turtle past the logs,The slender turtles past the log,-19.1951961517334,-20.2889461517334,-19.373451232910156,-17.685951232910156,-18.078086853027344,-17.140586853027344,
train,0,7,1,The fuzzy chick outside the cabins,The fuzzy chicks outside the cabin,-14.338624954223633,-15.776124954223633,-15.14930534362793,-12.83680534362793,-15.678305625915527,-13.865805625915527,
train,0,7,1,The slender frog beneath the boilers,The slender frogs beneath the boiler,-2.306002140045166,-7.431002140045166,-6.029475212097168,-2.154475212097168,-5.669044494628906,-2.2940444946289062,
train,0,7,1,The small kitten behind the houses,The small kittens behind the house,-12.599089622497559,-15.724089622497559,-12.991462707519531,-11.491462707519531,-13.2642240524292,-12.2017240524292,
train,0,7,1,The timid panda outside the pipes,The timid pandas outside the pipe,-4.310930252075195,-6.935930252075195,-6.528953552246094,-3.4039535522460938,-5.283952236175537,-4.783952236175537,
train,0,7,1,The nervous rat beneath the chains,The nervous rats beneath the chain,-19.66516876220703,-20.94641876220703,-17.59823226928711,-16.56698226928711,-17.638219833374023,-16.731969833374023,
train,0,7,1,The bright cock outside the cabins,The bright cocks outside the cabin,-5.483465671539307,-6.858465671539307,-7.939898490905762,-4.564898490905762,-7.558629989624023,-5.183629989624023,
train,0,7,1,The slender panda behind the bolts,The slender pandas behind the bolt,-15.527521133422852,-16.96502113342285,-13.687539100646973,-13.187539100646973,-12.935267448425293,-12.185267448425293,
train,0,7,1,The fuzzy rabbit past the vines,The fuzzy rabbits past the vine,-8.005900382995605,-11.818400382995605,-6.449981689453125,-5.949981689453125,-5.784763813018799,-7.034763813018799,
train,0,7,1,The small rabbit around the towers,The small rabbits around the tower,-17.13235092163086,-18.19485092163086,-19.393049240112305,-14.455549240112305,-19.85445213317871,-15.104452133178711,
train,0,7,1,The bright bat outside the benches,The bright bats outside the bench,-3.765603542327881,-7.140603542327881,-6.635112285614014,-2.3851122856140137,-6.502331256866455,-3.752331256866455,
train,0,7,1,The sleepy rabbit past the crates,The sleepy rabbits past the crate,-6.459523677825928,-9.77202320098877,-8.386869430541992,-7.261868953704834,-7.520351886749268,-6.520351886749268,
train,0,7,1,The bright cock behind the valves,The bright cocks behind the valve,-16.950607299804688,-17.325607299804688,-16.30597496032715,-15.399724960327148,-16.459455490112305,-15.865706443786621,
train,0,7,1,The fuzzy lion outside the pots,The fuzzy lions outside the pot,-4.93682336807251,-8.811822891235352,-6.558466911315918,-2.933466911315918,-6.109618186950684,-4.859618186950684,
train,0,7,1,The quiet kitten behind the signs,The quiet kittens behind the sign,-15.828059196472168,-18.078060150146484,-16.445674896240234,-15.008173942565918,-16.801525115966797,-15.86402416229248,
train,0,7,1,The sleepy pup beneath the milestones,The sleepy pups beneath the milestone,-15.013701438903809,-16.763700485229492,-17.386505126953125,-12.574006080627441,-16.62082862854004,-13.714579582214355,
train,0,7,1,The slender cock around the walls,The slender cocks around the wall,-11.820727348327637,-13.258227348327637,-11.643377304077148,-10.143377304077148,-12.323503494262695,-11.386003494262695,
train,0,7,1,The fuzzy dog behind the plants,The fuzzy dogs behind the plant,-6.880865097045898,-13.130865097045898,-7.551891326904297,-5.051891326904297,-7.574533462524414,-5.449533462524414,
train,0,7,1,The nervous bat behind the windows,The nervous bats behind the window,-14.082767486572266,-14.832767486572266,-14.306556701660156,-14.181556701660156,-14.660735130310059,-14.848235130310059,
train,0,7,1,The sleepy cow around the belts,The sleepy cows around the belt,-7.2827534675598145,-8.657752990722656,-8.014609336853027,-3.639608860015869,-8.351726531982422,-5.101726531982422,
train,0,7,1,The nervous dolphin beneath the chains,The nervous dolphins beneath the chain,-17.203805923461914,-19.203805923461914,-15.839730262756348,-14.777230262756348,-16.97001075744629,-15.970010757446289,
train,0,7,1,The quiet turtle behind the signs,The quiet turtles behind the sign,-8.509114265441895,-12.196614265441895,-8.620841026306152,-6.245840549468994,-8.96929931640625,-7.969298839569092,
train,0,7,1,The fuzzy monitor behind the houses,The fuzzy monitors behind the house,-4.722934246063232,-8.722933769226074,-7.766627788543701,-3.641627788543701,-7.914031028747559,-4.914031028747559,
train,0,7,1,The slender dolphin past the logs,The slender dolphins past the log,-14.199935913085938,-16.324935913085938,-14.515164375305176,-13.952664375305176,-13.394426345825195,-12.706926345825195,
train,0,7,1,The timid cow outside the tables,The timid cows outside the table,-15.429601669311523,-16.617101669311523,-16.30931854248047,-13.934318542480469,-17.355266571044922,-15.386516571044922,
train,0,7,1,The slender panda outside the drums,The slender pandas outside the drum,-5.683340549468994,-8.183341026306152,-5.640431880950928,-2.3904318809509277,-5.380756855010986,-4.255756855010986,
train,0,7,1,The nervous turtle behind the windows,The nervous turtles behind the window,-7.9104695320129395,-10.160470008850098,-11.525810241699219,-7.088310241699219,-11.653270721435547,-9.153270721435547,
train,0,7,1,The sleepy turtle around the carts,The sleepy turtles around the cart,-7.032052516937256,-10.344552040100098,-7.226658821105957,-2.476658821105957,-5.4651360511779785,-4.5276360511779785,
train,0,7,1,The slender cock behind the valves,The slender cocks behind the valve,-6.0767130851745605,-8.701713562011719,-5.100015163421631,-4.225015163421631,-5.032408714294434,-5.407408714294434,
train,0,7,1,The bright horse beneath the trenches,The bright horses beneath the trench,-6.327635288238525,-11.827635765075684,-7.391895771026611,-4.141895771026611,-7.02362060546875,-5.02362060546875,
