split,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
train,10,5,The sleepy monitor beneath the boxes around the walls,The sleepy monitors beneath the box around the wall,-5.194584846496582,-8.444584846496582,-7.203136920928955,-4.078136920928955,-7.152533054351807,-3.9025332927703857
train,10,5,The nervous shark around the thresholds outside the drums,The nervous sharks around the threshold outside the drum,-18.552942276000977,-18.959192276000977,-16.914426803588867,-14.25817584991455,-16.788013458251953,-14.163012504577637
train,10,5,The quiet panda behind the signs past the nests,The quiet pandas behind the sign past the nest,-13.589527130126953,-15.402027130126953,-14.526771545410156,-12.651771545410156,-13.9616060256958,-12.1491060256958
train,10,5,The calm panda around the tanks outside the pipes,The calm pandas around the tank outside the pipe,-6.398144721984863,-9.148144721984863,-6.8212080001831055,-5.3212080001831055,-6.706170082092285,-5.206170082092285
train,10,5,The bright rat behind the pans past the cars,The bright rats behind the pan past the car,-8.382850646972656,-11.320350646972656,-7.54573392868042,-6.17073392868042,-6.956616401672363,-5.456616401672363
train,10,5,The fuzzy bat behind the clocks past the plants,The fuzzy bats behind the clock past the plant,-15.698390007019043,-17.760889053344727,-16.160554885864258,-16.035554885864258,-15.986821174621582,-15.799321174621582
train,10,5,The timid rat behind the signs past the nests,The timid rats behind the sign past the nest,-5.976077079772949,-8.72607707977295,-9.366548538208008,-4.241548538208008,-9.191845893859863,-3.8793458938598633
train,10,5,The timid cow around the benches outside the windows,The timid cows around the bench outside the window,-12.306987762451172,-13.369487762451172,-13.963615417480469,-9.588615417480469,-13.870326042175293,-9.495326042175293
train,10,5,The slender bat behind the cabins past the signs,The slender bats behind the cabin past the sign,-6.941572666168213,-9.066572189331055,-8.447785377502441,-6.447785377502441,-7.991963863372803,-5.429463863372803
train,10,5,The quiet pup around the thresholds outside the drums,The quiet pups around the threshold outside the drum,-7.420496940612793,-9.857996940612793,-5.995082378387451,-5.245082378387451,-5.989743232727051,-5.364743232727051
train,10,5,The fuzzy frog past the chairs beneath the carts,The fuzzy frogs past the chair beneath the cart,-8.137757301330566,-10.637757301330566,-7.504181861877441,-6.004181861877441,-7.62805700302124,-6.12805700302124
train,10,5,The sleepy rat around the stools outside the clocks,The sleepy rats around the stool outside the clock,-12.263374328613281,-13.263374328613281,-13.539495468139648,-10.601995468139648,-13.519918441772461,-10.582418441772461
train,10,5,The bright monitor outside the cabins behind the signs,The bright monitors outside the cabin behind the sign,-5.097105026245117,-7.722105026245117,-8.145025253295898,-4.145025730133057,-8.109118461608887,-4.109118461608887
train,10,5,The slender monitor around the carts outside the benches,The slender monitors around the cart outside the bench,-2.1050243377685547,-4.855024337768555,-7.431044578552246,-1.431044340133667,-7.323915004730225,-1.4489150047302246
train,10,5,The nervous frog outside the tables behind the houses,The nervous frogs outside the table behind the house,-5.225815296173096,-8.475815773010254,-7.9137701988220215,-4.4137701988220215,-8.038378715515137,-4.413379192352295
train,10,5,The bright lion around the tables outside the houses,The bright lions around the table outside the house,-18.248191833496094,-19.560691833496094,-17.098886489868164,-14.692635536193848,-17.070302963256836,-14.695303916931152
train,10,5,The sleepy kit beneath the boilers around the tanks,The sleepy kits beneath the boiler around the tank,-4.1561665534973145,-6.9061665534973145,-5.531790733337402,-4.156790733337402,-5.277649879455566,-3.9026496410369873
train,10,5,The nervous dog past the screws beneath the boilers,The nervous dogs past the screw beneath the boiler,-8.639534950256348,-11.639534950256348,-7.380492687225342,-7.130492687225342,-7.208568096160889,-6.833568096160889
train,10,5,The timid panda outside the pipes behind the valves,The timid pandas outside the pipe behind the valve,-3.146691083908081,-5.77169132232666,-6.771269798278809,-2.3962697982788086,-6.761904716491699,-2.261904716491699
train,10,5,The bright bat outside the benches behind the windows,The bright bats outside the bench behind the window,-4.061802387237549,-7.561802387237549,-6.910945415496826,-3.160945415496826,-6.713770866394043,-2.963771104812622
train,10,5,The slender bat outside the drums behind the bolts,The slender bats outside the drum behind the bolt,-5.331054210662842,-8.0810546875,-6.1613030433654785,-2.5363030433654785,-6.138673782348633,-2.513673782348633
train,10,5,The small monitor outside the benches behind the windows,The small monitors outside the bench behind the window,-2.7519633769989014,-8.50196361541748,-7.255987167358398,-2.1309871673583984,-7.223505020141602,-2.0985052585601807
train,10,5,The quiet chick outside the pipes behind the valves,The quiet chicks outside the pipe behind the valve,-4.636552810668945,-8.511552810668945,-6.54465913772583,-3.66965913772583,-6.391794204711914,-3.391793966293335
train,10,5,The calm doe beneath the boxes around the walls,The calm does beneath the box around the wall,-14.892094612121582,-16.6420955657959,-18.199256896972656,-17.574256896972656,-18.144454956054688,-17.456954956054688
train,10,5,The small rat beneath the carts around the benches,The small rats beneath the cart around the bench,-3.2201008796691895,-6.5951008796691895,-7.422996520996094,-2.7979965209960938,-7.390839576721191,-2.6408398151397705
train,10,5,The nervous dog around the benches outside the windows,The nervous dogs around the bench outside the window,-7.519371509552002,-10.51937198638916,-8.604411125183105,-4.604410648345947,-8.604235649108887,-4.604236125946045
train,10,5,The timid kitten outside the tables behind the houses,The timid kittens outside the table behind the house,-11.140605926513672,-13.078105926513672,-14.709138870239258,-10.021638870239258,-14.708576202392578,-10.021076202392578
train,10,5,The fuzzy rat behind the valves past the cables,The fuzzy rats behind the valve past the cable,-8.504985809326172,-11.504985809326172,-8.413132667541504,-6.538132190704346,-7.035743713378906,-5.535743713378906
train,10,5,The bright rabbit outside the cabins behind the signs,The bright rabbits outside the cabin behind the sign,-7.04046106338501,-9.727960586547852,-8.669607162475586,-4.544606685638428,-8.594146728515625,-4.531646728515625
train,10,5,The timid kit beneath the columns around the towers,The timid kits beneath the column around the tower,-13.351916313171387,-13.976916313171387,-14.1445951461792,-11.8945951461792,-14.020174980163574,-11.832674980163574
train,10,5,The fuzzy panda outside the cabins behind the signs,The fuzzy pandas outside the cabin behind the sign,-12.789369583129883,-14.914369583129883,-13.51192569732666,-11.69942569732666,-13.468461036682129,-11.655961036682129
train,10,5,The sleepy lion past the vines beneath the trenches,The sleepy lions past the vine beneath the trench,-8.883131980895996,-12.758131980895996,-9.042330741882324,-8.667330741882324,-9.104549407958984,-8.604549407958984
train,10,5,The timid pup past the screws beneath the boilers,The timid pups past the screw beneath the boiler,-8.25876235961914,-11.63376235961914,-7.339868068695068,-6.152368068695068,-7.258646488189697,-5.946146488189697
train,10,5,The calm rabbit past the crates beneath the barrels,The calm rabbits past the crate beneath the barrel,-18.039987564086914,-18.352487564086914,-19.1717472076416,-16.6404972076416,-18.96748924255371,-16.46748924255371
train,10,5,The calm rabbit past the logs beneath the columns,The calm rabbits past the log beneath the column,-7.035556316375732,-9.660555839538574,-8.792450904846191,-7.792450904846191,-8.548766136169434,-7.548766136169434
train,10,5,The small rat around the walls outside the tables,The small rats around the wall outside the table,-6.551445007324219,-8.926445007324219,-8.148921966552734,-3.273921489715576,-8.184480667114258,-3.3094801902770996
train,10,5,The timid panda around the statues outside the stools,The timid pandas around the statue outside the stool,-12.363337516784668,-13.675837516784668,-14.114421844482422,-10.301921844482422,-14.074455261230469,-10.261955261230469
train,10,5,The nervous whale behind the windows past the crates,The nervous whales behind the window past the crate,-15.876472473144531,-16.68897247314453,-16.912372589111328,-15.349872589111328,-16.859893798828125,-15.234893798828125
train,10,5,The timid rabbit around the statues outside the stools,The timid rabbits around the statue outside the stool,-10.3587646484375,-10.8587646484375,-12.374302864074707,-6.874302864074707,-12.324037551879883,-6.824037551879883
train,10,5,The fuzzy whale outside the cabins behind the signs,The fuzzy whales outside the cabin behind the sign,-18.36497688293457,-20.02122688293457,-17.67913246154785,-17.05413246154785,-17.563671112060547,-16.969921112060547
train,10,5,The calm kitten beneath the boxes around the walls,The calm kittens beneath the box around the wall,-7.280603885650635,-10.530603408813477,-9.864008903503418,-7.239008903503418,-9.577255249023438,-7.014754772186279
train,10,5,The timid chick around the benches outside the windows,The timid chicks around the bench outside the window,-15.834188461303711,-19.27168846130371,-17.312101364135742,-13.905851364135742,-17.208412170410156,-13.77091121673584
train,10,5,The quiet bat beneath the chairs around the carts,The quiet bats beneath the chair around the cart,-11.375779151916504,-14.250779151916504,-12.447328567504883,-11.884828567504883,-12.27206039428711,-11.83456039428711
train,10,5,The nervous bat behind the windows past the crates,The nervous bats behind the window past the crate,-6.072415351867676,-9.072415351867676,-7.594430446624756,-6.844430446624756,-7.4847211837768555,-6.6097211837768555
train,10,5,The calm shark around the walls outside the tables,The calm sharks around the wall outside the table,-6.077335834503174,-8.202336311340332,-6.0023274421691895,-3.2523274421691895,-5.833047866821289,-3.208047866821289
train,10,5,The small turtle outside the stools behind the clocks,The small turtles outside the stool behind the clock,-12.433897972106934,-14.496397972106934,-14.382336616516113,-10.007336616516113,-14.387025833129883,-9.949525833129883
train,10,5,The calm frog beneath the milestones around the thresholds,The calm frogs beneath the milestone around the threshold,-4.821032524108887,-7.696032524108887,-7.271344184875488,-5.646344184875488,-7.201137542724609,-5.451137542724609
train,10,5,The nervous lion behind the rocks past the chairs,The nervous lions behind the rock past the chair,-17.200733184814453,-17.575733184814453,-17.340618133544922,-16.215618133544922,-16.039724349975586,-14.789724349975586
train,10,5,The bright shark beneath the trenches around the dams,The bright sharks beneath the trench around the dam,-4.6089677810668945,-6.6089677810668945,-5.6671857833862305,-2.5421857833862305,-5.551942825317383,-2.426942825317383
train,10,5,The quiet kitten around the dams outside the pots,The quiet kittens around the dam outside the pot,-6.438057899475098,-10.125557899475098,-4.821620464324951,-3.446620464324951,-4.7526397705078125,-3.3776395320892334
train,10,5,The quiet turtle behind the signs past the nests,The quiet turtles behind the sign past the nest,-7.1579413414001465,-9.907941818237305,-9.153450012207031,-5.903450012207031,-8.742923736572266,-5.367923736572266
train,10,5,The timid dolphin outside the pipes behind the valves,The timid dolphins outside the pipe behind the valve,-3.3364882469177246,-6.711488246917725,-7.385810375213623,-2.510810613632202,-7.345728397369385,-2.5332283973693848
train,10,5,The bright whale behind the bolts past the screws,The bright whales behind the bolt past the screw,-8.014900207519531,-10.577400207519531,-8.430243492126465,-7.555243968963623,-7.90635347366333,-7.09385347366333
train,10,5,The bright pup outside the cabins behind the signs,The bright pups outside the cabin behind the sign,-6.9451117515563965,-9.070112228393555,-8.260787963867188,-4.760787487030029,-8.26779842376709,-4.76779842376709
train,10,5,The sleepy whale behind the valves past the cables,The sleepy whales behind the valve past the cable,-8.508127212524414,-12.195627212524414,-8.279192924499512,-7.654192924499512,-7.218620777130127,-6.468620777130127
train,10,5,The small frog outside the windows behind the crates,The small frogs outside the window behind the crate,-10.90798282623291,-14.15798282623291,-15.298646926879883,-12.798646926879883,-15.29502010345459,-12.79502010345459
train,10,5,The quiet shark outside the clocks behind the plants,The quiet sharks outside the clock behind the plant,-8.13037395477295,-12.50537395477295,-9.515549659729004,-7.515550136566162,-9.270100593566895,-7.1451005935668945
train,10,5,The small turtle around the tanks outside the pipes,The small turtles around the tank outside the pipe,-6.636005878448486,-9.886005401611328,-7.570871353149414,-2.820871114730835,-7.467105388641357,-2.7171053886413574
train,10,5,The fuzzy kit outside the cabins behind the signs,The fuzzy kits outside the cabin behind the sign,-16.296466827392578,-17.171466827392578,-16.531044006347656,-15.218544006347656,-16.529733657836914,-15.27973461151123
train,10,5,The slender whale around the towers outside the cabins,The slender whales around the tower outside the cabin,-4.772797584533691,-9.022797584533691,-6.778264999389648,-2.5282649993896484,-6.818697452545166,-2.443697452545166
train,10,5,The quiet shark beneath the chains around the belts,The quiet sharks beneath the chain around the belt,-6.950547218322754,-8.575547218322754,-7.643471717834473,-4.893471717834473,-7.544045925140381,-4.669045925140381
train,10,5,The fuzzy dog beneath the boxes around the walls,The fuzzy dogs beneath the box around the wall,-6.047887802124023,-9.297887802124023,-7.444818496704102,-5.194818496704102,-7.208231449127197,-4.958231449127197
train,10,5,The slender whale outside the piles behind the rushes,The slender whales outside the pile behind the rush,-13.017979621887207,-15.392979621887207,-16.64944839477539,-14.649449348449707,-16.479093551635742,-14.479093551635742
train,10,5,The timid dolphin around the statues outside the stools,The timid dolphins around the statue outside the stool,-15.849221229553223,-17.161720275878906,-16.830265045166016,-14.455265998840332,-16.869596481323242,-14.432096481323242
train,10,5,The small chick beneath the boilers around the tanks,The small chicks beneath the boiler around the tank,-11.820541381835938,-13.133041381835938,-14.788276672363281,-9.850776672363281,-14.617112159729004,-9.617112159729004
train,10,5,The fuzzy lion past the nests beneath the milestones,The fuzzy lions past the nest beneath the milestone,-9.50277328491211,-12.75277328491211,-10.633593559265137,-8.133593559265137,-10.509567260742188,-8.009567260742188
train,10,5,The timid rabbit outside the tables behind the houses,The timid rabbits outside the table behind the house,-13.952666282653809,-17.358917236328125,-17.457231521606445,-17.082231521606445,-17.436315536499023,-17.061315536499023
train,10,5,The timid lion outside the pipes behind the valves,The timid lions outside the pipe behind the valve,-4.033023357391357,-8.033023834228516,-7.275630950927734,-2.4006309509277344,-7.171754837036133,-2.2967545986175537
train,10,5,The calm dog around the belts outside the piles,The calm dogs around the belt outside the pile,-9.548340797424316,-10.610840797424316,-10.368431091308594,-7.305931091308594,-10.284331321716309,-7.09683084487915
train,10,5,The quiet horse around the thresholds outside the drums,The quiet horses around the threshold outside the drum,-8.398700714111328,-10.023700714111328,-6.732540607452393,-4.607540607452393,-6.788474082946777,-4.600974082946777
train,10,5,The sleepy bat beneath the boilers around the tanks,The sleepy bats beneath the boiler around the tank,-3.7481884956359863,-7.373188495635986,-6.17238712310791,-2.297386884689331,-5.915480136871338,-2.165480136871338
train,10,5,The quiet rat past the screws beneath the boilers,The quiet rats past the screw beneath the boiler,-8.381866455078125,-12.256866455078125,-7.956182479858398,-6.956182479858398,-7.798171520233154,-6.735671520233154
train,10,5,The timid lion around the dams outside the pots,The timid lions around the dam outside the pot,-5.069247722625732,-8.069247245788574,-5.195394515991211,-1.9453943967819214,-5.182968616485596,-1.9329684972763062
train,10,5,The small panda beneath the boilers around the tanks,The small pandas beneath the boiler around the tank,-13.516600608825684,-16.1416015625,-17.200735092163086,-15.38823413848877,-17.069866180419922,-15.319866180419922
train,10,5,The quiet chick around the dams outside the pots,The quiet chicks around the dam outside the pot,-5.729757308959961,-8.354757308959961,-4.6121015548706055,-2.9871015548706055,-4.473937034606934,-2.9739372730255127
train,10,5,The slender dog beneath the carts around the benches,The slender dogs beneath the cart around the bench,-13.192038536071777,-14.067038536071777,-15.8284330368042,-12.3596830368042,-15.727143287658691,-12.289643287658691
train,10,5,The sleepy frog behind the valves past the cables,The sleepy frogs behind the valve past the cable,-7.144587516784668,-10.957087516784668,-7.261645317077637,-5.386645317077637,-6.402261257171631,-4.652261257171631
train,10,5,The fuzzy dog around the tanks outside the pipes,The fuzzy dogs around the tank outside the pipe,-19.823383331298828,-20.229633331298828,-20.671730041503906,-18.484230041503906,-20.49599838256836,-18.27724838256836
train,10,5,The bright rabbit beneath the trenches around the dams,The bright rabbits beneath the trench around the dam,-5.160842418670654,-7.660842418670654,-6.616316795349121,-2.366316795349121,-6.640003681182861,-2.2650036811828613
train,10,5,The quiet monitor behind the windows past the crates,The quiet monitors behind the window past the crate,-5.535700798034668,-9.285700798034668,-7.483348846435547,-5.608348846435547,-7.38427209854126,-5.50927209854126
train,10,5,The slender kitten outside the piles behind the rushes,The slender kittens outside the pile behind the rush,-15.926459312438965,-16.61396026611328,-14.70776653289795,-13.52026653289795,-14.700240135192871,-13.543990135192871
train,10,5,The sleepy rat around the towers outside the cabins,The sleepy rats around the tower outside the cabin,-5.3727922439575195,-9.56029224395752,-8.308778762817383,-2.871278762817383,-8.375828742980957,-2.875828742980957
train,10,5,The calm shark outside the piles behind the rushes,The calm sharks outside the pile behind the rush,-5.839468479156494,-9.401968002319336,-8.173620223999023,-7.798620223999023,-8.151567459106445,-7.7765679359436035
train,10,5,The bright panda beneath the milestones around the thresholds,The bright pandas beneath the milestone around the threshold,-5.936598777770996,-8.311598777770996,-7.1103081703186035,-4.8603081703186035,-6.961062431335449,-4.711062431335449
train,10,5,The quiet frog behind the signs past the nests,The quiet frogs behind the sign past the nest,-7.047122955322266,-9.297122955322266,-8.511768341064453,-6.261768817901611,-8.106240272521973,-5.8562397956848145
train,10,5,The nervous turtle outside the tables behind the houses,The nervous turtles outside the table behind the house,-5.967681407928467,-9.092681884765625,-8.695099830627441,-4.320099353790283,-8.60018539428711,-4.225184917449951
train,10,5,The fuzzy chick past the chairs beneath the carts,The fuzzy chicks past the chair beneath the cart,-6.774389743804932,-9.02439022064209,-7.707004070281982,-5.582004070281982,-7.58984899520874,-5.46484899520874
train,10,5,The sleepy panda outside the stools behind the clocks,The sleepy pandas outside the stool behind the clock,-4.467280387878418,-8.342280387878418,-8.353262901306152,-3.4782626628875732,-8.353082656860352,-3.4780831336975098
