split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,10,1,The sleepy monitor beneath the boxes around the walls,The sleepy monitors beneath the box around the wall,-5.0890326499938965,-8.339032173156738,-7.230073928833008,-3.980073928833008,-7.640558242797852,-5.140558242797852,
train,0,10,1,The nervous shark around the thresholds outside the drums,The nervous sharks around the threshold outside the drum,-18.614500045776367,-19.083250045776367,-16.875646591186523,-14.125646591186523,-17.15433692932129,-15.341837882995605,
train,0,10,1,The quiet panda behind the signs past the nests,The quiet pandas behind the sign past the nest,-13.58987045288086,-15.33987045288086,-14.434916496276855,-12.497416496276855,-14.628302574157715,-13.378302574157715,
train,0,10,1,The calm panda around the tanks outside the pipes,The calm pandas around the tank outside the pipe,-6.152978897094727,-8.902978897094727,-6.711710453033447,-5.086710453033447,-6.670453071594238,-6.545453071594238,
train,0,10,1,The bright rat behind the pans past the cars,The bright rats behind the pan past the car,-8.382838249206543,-11.320338249206543,-7.787522315979004,-6.287522315979004,-8.388850212097168,-10.201350212097168,
train,0,10,1,The fuzzy bat behind the clocks past the plants,The fuzzy bats behind the clock past the plant,-15.637910842895508,-17.637910842895508,-16.164348602294922,-15.976848602294922,-15.657768249511719,-16.03276824951172,
train,0,10,1,The timid rat behind the signs past the nests,The timid rats behind the sign past the nest,-5.86393404006958,-8.738934516906738,-9.275609016418457,-4.275609016418457,-9.419260025024414,-6.106759548187256,
train,0,10,1,The timid cow around the benches outside the windows,The timid cows around the bench outside the window,-12.085731506347656,-13.148231506347656,-13.947431564331055,-9.572431564331055,-14.254239082336426,-10.504239082336426,
train,0,10,1,The slender bat behind the cabins past the signs,The slender bats behind the cabin past the sign,-6.941743850708008,-9.066743850708008,-8.410703659057617,-6.348203182220459,-8.231852531433105,-7.9818525314331055,
train,0,10,1,The quiet pup around the thresholds outside the drums,The quiet pups around the threshold outside the drum,-7.418246746063232,-9.98074722290039,-6.0295610427856445,-5.2795610427856445,-6.364793300628662,-8.114792823791504,
train,0,10,1,The fuzzy frog past the chairs beneath the carts,The fuzzy frogs past the chair beneath the cart,-8.262451171875,-10.699951171875,-7.618400573730469,-6.118400573730469,-8.060340881347656,-8.810340881347656,
train,0,10,1,The sleepy rat around the stools outside the clocks,The sleepy rats around the stool outside the clock,-12.208147048950195,-13.208147048950195,-13.521647453308105,-10.646647453308105,-13.019628524780273,-10.082128524780273,
train,0,10,1,The bright monitor outside the cabins behind the signs,The bright monitors outside the cabin behind the sign,-5.120380878448486,-7.745380878448486,-8.209668159484863,-4.147168159484863,-8.208562850952148,-6.27106237411499,
train,0,10,1,The slender monitor around the carts outside the benches,The slender monitors around the cart outside the bench,-2.1023037433624268,-4.727303504943848,-7.535089492797852,-1.4100894927978516,-6.802967071533203,-1.9279673099517822,
train,0,10,1,The nervous frog outside the tables behind the houses,The nervous frogs outside the table behind the house,-5.026857376098633,-8.401857376098633,-7.954695224761963,-4.329695224761963,-8.511713981628418,-5.886713981628418,
train,0,10,1,The bright lion around the tables outside the houses,The bright lions around the table outside the house,-18.100393295288086,-19.412893295288086,-17.16690444946289,-14.79190444946289,-18.71586799621582,-17.62211799621582,
train,0,10,1,The sleepy kit beneath the boilers around the tanks,The sleepy kits beneath the boiler around the tank,-4.229698657989502,-6.979698657989502,-5.5643157958984375,-4.1893157958984375,-5.760952472686768,-5.135952472686768,
train,0,10,1,The nervous dog past the screws beneath the boilers,The nervous dogs past the screw beneath the boiler,-8.516427993774414,-11.578927993774414,-7.294597625732422,-7.044597625732422,-7.179737567901611,-7.804737567901611,
train,0,10,1,The timid panda outside the pipes behind the valves,The timid pandas outside the pipe behind the valve,-3.263383388519287,-5.888383388519287,-6.885809898376465,-2.385810136795044,-7.725563049316406,-4.600563049316406,
train,0,10,1,The bright bat outside the benches behind the windows,The bright bats outside the bench behind the window,-3.9476938247680664,-7.572693824768066,-6.82535457611084,-2.950354814529419,-7.695769309997559,-4.820769309997559,
train,0,10,1,The slender bat outside the drums behind the bolts,The slender bats outside the drum behind the bolt,-5.338866710662842,-7.963866710662842,-6.234052658081055,-2.484052896499634,-5.662924766540527,-3.9129250049591064,
train,0,10,1,The small monitor outside the benches behind the windows,The small monitors outside the bench behind the window,-2.6741256713867188,-8.299125671386719,-7.275332450866699,-2.025332450866699,-8.492799758911133,-3.992799758911133,
train,0,10,1,The quiet chick outside the pipes behind the valves,The quiet chicks outside the pipe behind the valve,-4.527493953704834,-8.402493476867676,-6.457216262817383,-3.582216501235962,-7.566342830657959,-5.566342830657959,
train,0,10,1,The calm doe beneath the boxes around the walls,The calm does beneath the box around the wall,-14.781691551208496,-16.46919059753418,-18.267744064331055,-17.580244064331055,-18.4881591796875,-17.5506591796875,
train,0,10,1,The small rat beneath the carts around the benches,The small rats beneath the cart around the bench,-3.3160972595214844,-6.691097259521484,-7.39698600769043,-2.7719860076904297,-7.325605869293213,-3.575605869293213,
train,0,10,1,The nervous dog around the benches outside the windows,The nervous dogs around the bench outside the window,-7.397216796875,-10.397216796875,-8.486268043518066,-4.611268520355225,-9.285324096679688,-6.035324573516846,
train,0,10,1,The timid kitten outside the tables behind the houses,The timid kittens outside the table behind the house,-11.130074501037598,-13.067574501037598,-14.698310852050781,-9.948310852050781,-15.173060417175293,-11.360560417175293,
train,0,10,1,The fuzzy rat behind the valves past the cables,The fuzzy rats behind the valve past the cable,-8.3806791305542,-11.3806791305542,-8.41260051727295,-6.662600040435791,-8.766464233398438,-9.516464233398438,
train,0,10,1,The bright rabbit outside the cabins behind the signs,The bright rabbits outside the cabin behind the sign,-6.9238505363464355,-9.611350059509277,-8.670245170593262,-4.545245170593262,-9.155363082885742,-6.780363082885742,
train,0,10,1,The timid kit beneath the columns around the towers,The timid kits beneath the column around the tower,-13.394293785095215,-14.019293785095215,-14.129817962646484,-11.942317962646484,-14.273131370544434,-12.210631370544434,
train,0,10,1,The fuzzy panda outside the cabins behind the signs,The fuzzy pandas outside the cabin behind the sign,-12.792109489440918,-14.854609489440918,-13.578944206237793,-11.766444206237793,-14.144303321838379,-13.894303321838379,
train,0,10,1,The sleepy lion past the vines beneath the trenches,The sleepy lions past the vine beneath the trench,-8.759878158569336,-12.572378158569336,-9.16428279876709,-8.66428279876709,-9.21827507019043,-9.78077507019043,
train,0,10,1,The timid pup past the screws beneath the boilers,The timid pups past the screw beneath the boiler,-8.382772445678711,-11.570272445678711,-7.245621204376221,-6.058121204376221,-7.16201639175415,-7.47451639175415,
train,0,10,1,The calm rabbit past the crates beneath the barrels,The calm rabbits past the crate beneath the barrel,-17.980937957763672,-18.262187957763672,-18.97118377685547,-16.47118377685547,-19.2470645904541,-16.9658145904541,
train,0,10,1,The calm rabbit past the logs beneath the columns,The calm rabbits past the log beneath the column,-7.158552646636963,-9.658552169799805,-8.79263687133789,-7.792636871337891,-8.663686752319336,-8.038686752319336,
train,0,10,1,The small rat around the walls outside the tables,The small rats around the wall outside the table,-6.431924819946289,-8.931924819946289,-8.285468101501465,-3.410468339920044,-8.766295433044434,-4.641294956207275,
train,0,10,1,The timid panda around the statues outside the stools,The timid pandas around the statue outside the stool,-12.321338653564453,-13.508838653564453,-14.045109748840332,-10.170109748840332,-14.588639259338379,-11.838639259338379,
train,0,10,1,The nervous whale behind the windows past the crates,The nervous whales behind the window past the crate,-15.817115783691406,-16.629615783691406,-17.08835220336914,-15.46335220336914,-17.721342086791992,-16.283842086791992,
train,0,10,1,The timid rabbit around the statues outside the stools,The timid rabbits around the statue outside the stool,-10.429228782653809,-10.804228782653809,-12.4102144241333,-6.847714424133301,-12.53812026977539,-8.53812026977539,
train,0,10,1,The fuzzy whale outside the cabins behind the signs,The fuzzy whales outside the cabin behind the sign,-18.396242141723633,-20.021242141723633,-17.572416305541992,-16.916166305541992,-17.6795711517334,-17.3983211517334,
train,0,10,1,The calm kitten beneath the boxes around the walls,The calm kittens beneath the box around the wall,-7.060626983642578,-10.373126983642578,-9.919425964355469,-7.356925964355469,-10.67116928100586,-8.79616928100586,
train,0,10,1,The timid chick around the benches outside the windows,The timid chicks around the bench outside the window,-15.720939636230469,-19.22093963623047,-17.27994155883789,-13.81119155883789,-17.856386184692383,-15.1063871383667,
train,0,10,1,The quiet bat beneath the chairs around the carts,The quiet bats beneath the chair around the cart,-11.54291820526123,-14.48041820526123,-12.483675956726074,-11.921175956726074,-12.208929061889648,-12.958929061889648,
train,0,10,1,The nervous bat behind the windows past the crates,The nervous bats behind the window past the crate,-6.083252906799316,-9.083252906799316,-7.622757434844971,-6.872757434844971,-8.456439018249512,-9.206439018249512,
train,0,10,1,The calm shark around the walls outside the tables,The calm sharks around the wall outside the table,-6.08553409576416,-8.08553409576416,-5.888055324554443,-3.2630553245544434,-6.6202287673950195,-4.2452287673950195,
train,0,10,1,The small turtle outside the stools behind the clocks,The small turtles outside the stool behind the clock,-12.49398422241211,-14.61898422241211,-14.420455932617188,-9.982955932617188,-15.796375274658203,-11.733875274658203,
train,0,10,1,The calm frog beneath the milestones around the thresholds,The calm frogs beneath the milestone around the threshold,-4.802158832550049,-7.552158832550049,-7.276177406311035,-5.526177406311035,-7.2106709480285645,-6.5856709480285645,
train,0,10,1,The nervous lion behind the rocks past the chairs,The nervous lions behind the rock past the chair,-17.07717514038086,-17.45217514038086,-17.400787353515625,-16.275787353515625,-17.270816802978516,-16.145816802978516,
train,0,10,1,The bright shark beneath the trenches around the dams,The bright sharks beneath the trench around the dam,-4.504575252532959,-6.629575252532959,-5.638666152954102,-2.5136661529541016,-5.066839218139648,-3.0668389797210693,
train,0,10,1,The quiet kitten around the dams outside the pots,The quiet kittens around the dam outside the pot,-6.4372406005859375,-10.124740600585938,-4.692697525024414,-3.317697525024414,-5.415238857269287,-5.665238857269287,
train,0,10,1,The quiet turtle behind the signs past the nests,The quiet turtles behind the sign past the nest,-7.282750606536865,-9.907751083374023,-9.059086799621582,-5.809086799621582,-8.837811470031738,-7.2128119468688965,
train,0,10,1,The timid dolphin outside the pipes behind the valves,The timid dolphins outside the pipe behind the valve,-3.4462270736694336,-6.696227073669434,-7.412456035614014,-2.5999560356140137,-8.175956726074219,-4.738457202911377,
train,0,10,1,The bright whale behind the bolts past the screws,The bright whales behind the bolt past the screw,-8.13973617553711,-10.63973617553711,-8.311025619506836,-7.436025619506836,-8.534446716308594,-8.846946716308594,
train,0,10,1,The bright pup outside the cabins behind the signs,The bright pups outside the cabin behind the sign,-6.948540210723877,-9.073539733886719,-8.360956192016602,-4.86095666885376,-8.873510360717773,-7.123509883880615,
train,0,10,1,The sleepy whale behind the valves past the cables,The sleepy whales behind the valve past the cable,-8.508522987365723,-12.133522987365723,-8.155994415283203,-7.530994415283203,-8.642053604125977,-9.892053604125977,
train,0,10,1,The small frog outside the windows behind the crates,The small frogs outside the window behind the crate,-10.90085506439209,-14.02585506439209,-15.284846305847168,-12.784846305847168,-15.52145004272461,-13.95895004272461,
train,0,10,1,The quiet shark outside the clocks behind the plants,The quiet sharks outside the clock behind the plant,-8.130770683288574,-12.505770683288574,-9.516497611999512,-7.39149808883667,-9.13727855682373,-8.63727855682373,
train,0,10,1,The small turtle around the tanks outside the pipes,The small turtles around the tank outside the pipe,-6.512721538543701,-9.76272201538086,-7.571250915527344,-2.8212509155273438,-7.110414028167725,-3.7354140281677246,
train,0,10,1,The fuzzy kit outside the cabins behind the signs,The fuzzy kits outside the cabin behind the sign,-16.2371883392334,-17.1746883392334,-16.620433807373047,-15.339183807373047,-17.0018310546875,-16.1580810546875,
train,0,10,1,The slender whale around the towers outside the cabins,The slender whales around the tower outside the cabin,-4.676059246063232,-8.926058769226074,-6.749175071716309,-2.4991753101348877,-6.97052526473999,-3.5955255031585693,
train,0,10,1,The quiet shark beneath the chains around the belts,The quiet sharks beneath the chain around the belt,-7.073936462402344,-8.573936462402344,-7.64815092086792,-4.89815092086792,-8.528361320495605,-7.4033613204956055,
train,0,10,1,The fuzzy dog beneath the boxes around the walls,The fuzzy dogs beneath the box around the wall,-5.809051990509033,-9.184051513671875,-7.328497886657715,-5.078497886657715,-8.155608177185059,-7.030608654022217,
train,0,10,1,The slender whale outside the piles behind the rushes,The slender whales outside the pile behind the rush,-12.894020080566406,-15.331520080566406,-16.623254776000977,-14.560754776000977,-15.616195678710938,-13.928695678710938,
train,0,10,1,The timid dolphin around the statues outside the stools,The timid dolphins around the statue outside the stool,-15.716756820678711,-16.96675682067871,-16.908103942871094,-14.470602989196777,-17.810359954833984,-16.247859954833984,
train,0,10,1,The small chick beneath the boilers around the tanks,The small chicks beneath the boiler around the tank,-11.976210594177246,-13.226210594177246,-14.899864196777344,-9.899864196777344,-15.150579452514648,-10.838079452514648,
train,0,10,1,The fuzzy lion past the nests beneath the milestones,The fuzzy lions past the nest beneath the milestone,-9.502718925476074,-12.815218925476074,-10.633345603942871,-8.258345603942871,-8.77110481262207,-9.58360481262207,
train,0,10,1,The timid rabbit outside the tables behind the houses,The timid rabbits outside the table behind the house,-13.911913871765137,-17.25566291809082,-17.570619583129883,-17.164369583129883,-18.29167366027832,-18.10417366027832,
train,0,10,1,The timid lion outside the pipes behind the valves,The timid lions outside the pipe behind the valve,-3.9130873680114746,-8.038086891174316,-7.2123703956604,-2.3373703956604004,-8.110430717468262,-4.610430717468262,
train,0,10,1,The calm dog around the belts outside the piles,The calm dogs around the belt outside the pile,-9.426576614379883,-10.551576614379883,-10.22689151763916,-6.97689151763916,-9.951323509216309,-8.263823509216309,
train,0,10,1,The quiet horse around the thresholds outside the drums,The quiet horses around the threshold outside the drum,-8.275531768798828,-10.025531768798828,-6.848505020141602,-4.536005020141602,-7.12312126159668,-7.87312126159668,
train,0,10,1,The sleepy bat beneath the boilers around the tanks,The sleepy bats beneath the boiler around the tank,-3.7517647743225098,-7.37676477432251,-6.097651958465576,-2.347651958465576,-5.56257438659668,-3.0625741481781006,
train,0,10,1,The quiet rat past the screws beneath the boilers,The quiet rats past the screw beneath the boiler,-8.3815336227417,-12.3190336227417,-7.959640979766846,-7.084640979766846,-7.864291191101074,-8.114291191101074,
train,0,10,1,The timid lion around the dams outside the pots,The timid lions around the dam outside the pot,-5.07259464263916,-8.07259464263916,-5.362837791442871,-1.8628380298614502,-4.141607761383057,-3.2666077613830566,
train,0,10,1,The small panda beneath the boilers around the tanks,The small pandas beneath the boiler around the tank,-13.408214569091797,-16.095714569091797,-17.10088539123535,-15.319634437561035,-17.68963050842285,-16.47088050842285,
train,0,10,1,The quiet chick around the dams outside the pots,The quiet chicks around the dam outside the pot,-5.739359378814697,-8.364358901977539,-4.676254749298096,-2.9262547492980957,-4.772261619567871,-5.022261619567871,
train,0,10,1,The slender dog beneath the carts around the benches,The slender dogs beneath the cart around the bench,-13.166705131530762,-14.104205131530762,-15.88504695892334,-12.32254695892334,-16.049283981323242,-12.861784934997559,
train,0,10,1,The sleepy frog behind the valves past the cables,The sleepy frogs behind the valve past the cable,-7.2696614265441895,-11.019661903381348,-7.268937110900879,-5.268937110900879,-7.672865867614746,-7.547865867614746,
train,0,10,1,The fuzzy dog around the tanks outside the pipes,The fuzzy dogs around the tank outside the pipe,-19.854022979736328,-20.291522979736328,-20.582958221435547,-18.364208221435547,-20.523141860961914,-18.929391860961914,
train,0,10,1,The bright rabbit beneath the trenches around the dams,The bright rabbits beneath the trench around the dam,-5.282968521118164,-7.782968521118164,-6.579672336578369,-2.3296725749969482,-6.635430812835693,-2.8854308128356934,
train,0,10,1,The quiet monitor behind the windows past the crates,The quiet monitors behind the window past the crate,-5.548530578613281,-9.298530578613281,-7.543538570404053,-5.668538570404053,-7.968397617340088,-7.843397617340088,
train,0,10,1,The slender kitten outside the piles behind the rushes,The slender kittens outside the pile behind the rush,-15.749282836914062,-16.499282836914062,-14.77025032043457,-13.61400032043457,-15.83363151550293,-14.27113151550293,
train,0,10,1,The sleepy rat around the towers outside the cabins,The sleepy rats around the tower outside the cabin,-5.377948760986328,-9.627948760986328,-8.437554359436035,-2.9375548362731934,-8.792129516601562,-4.4171295166015625,
train,0,10,1,The calm shark outside the piles behind the rushes,The calm sharks outside the pile behind the rush,-5.723258018493652,-9.348258018493652,-8.396288871765137,-7.8962883949279785,-7.934422969818115,-9.871923446655273,
